run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,355.0,68.0,True,True,355,0.0,0.8084507042253521,0.2676056338028169,0.0,0.0,True,False,False,inf,68.0,0.0,inf,inf,68.0,inf,inf,inf,inf,inf,,,,,,,inf
1,349.0,77.0,True,True,349,0.0,0.7793696275071633,0.3237822349570201,0.0,0.0,True,False,False,inf,77.0,0.0,inf,inf,77.0,inf,inf,inf,inf,inf,,,,,,,inf
2,295.0,35.0,True,True,295,0.0,0.8813559322033898,0.5491525423728814,0.0,0.0,True,False,False,inf,35.0,0.0,inf,inf,35.0,inf,inf,inf,inf,inf,,,,,,,inf
3,259.0,12.0,True,True,259,0.0,0.9536679536679536,0.806949806949807,0.0,0.0,True,False,False,inf,12.0,0.0,inf,inf,12.0,153.0,inf,inf,inf,inf,,,,,,,inf
4,281.0,67.0,True,True,281,0.0,0.7615658362989324,0.800711743772242,0.0,0.0,True,False,False,inf,67.0,0.0,inf,inf,67.0,inf,inf,inf,inf,inf,,,,,,,inf
5,310.0,41.0,True,True,310,0.0,0.867741935483871,0.9032258064516129,0.0,0.0,True,False,False,inf,41.0,0.0,inf,inf,41.0,inf,inf,inf,inf,inf,,,,,,,inf
6,341.0,40.0,True,True,341,0.0,0.8826979472140762,0.4398826979472141,0.0,0.0,True,False,False,inf,40.0,0.0,inf,inf,40.0,inf,inf,inf,inf,inf,,,,,,,inf
7,241.0,59.0,True,True,241,0.0,0.7551867219917012,1.0,0.0,0.0,True,False,False,inf,59.0,0.0,inf,inf,59.0,0.0,inf,inf,inf,inf,,,,,,,inf
8,346.0,49.0,True,True,346,0.0,0.8583815028901735,0.5144508670520231,0.0,0.0,True,False,False,inf,49.0,0.0,inf,inf,49.0,inf,inf,inf,inf,inf,,,,,,,inf
9,311.0,89.0,True,True,311,0.0,0.7138263665594855,0.3504823151125402,0.0,0.0,True,False,False,inf,89.0,0.0,inf,inf,89.0,inf,inf,inf,inf,inf,,,,,,,inf
10,177.0,55.0,True,True,177,0.0,0.6892655367231638,0.5649717514124294,0.0,0.0,True,False,False,inf,55.0,0.0,inf,inf,55.0,171.0,inf,inf,inf,inf,,,,,,,inf
11,339.0,62.0,True,True,339,0.0,0.8171091445427728,0.39233038348082594,0.0,0.0,True,False,False,inf,62.0,0.0,inf,inf,62.0,inf,inf,inf,inf,inf,,,,,,,inf
12,245.0,26.0,True,True,245,0.0,0.8938775510204081,0.5346938775510204,0.0,0.0,True,False,False,inf,26.0,0.0,inf,inf,26.0,inf,inf,inf,inf,inf,,,,,,,inf
13,344.0,50.0,True,True,344,0.0,0.8546511627906976,0.7965116279069767,0.0,0.0,True,False,False,inf,50.0,0.0,inf,inf,50.0,inf,inf,inf,inf,inf,,,,,,,inf
14,304.0,23.0,True,True,304,0.0,0.9243421052631579,0.6019736842105263,0.0,0.0,True,False,False,inf,23.0,0.0,inf,inf,23.0,293.0,inf,inf,inf,inf,,,,,,,inf
15,194.0,70.0,True,True,194,0.0,0.6391752577319587,0.9896907216494846,0.0,0.0,True,False,False,inf,70.0,0.0,inf,inf,70.0,inf,inf,inf,inf,inf,,,,,,,inf
16,300.0,41.0,True,True,300,0.0,0.8633333333333333,0.62,0.0,0.0,True,False,False,inf,41.0,0.0,inf,inf,41.0,284.0,inf,inf,inf,inf,,,,,,,inf
17,267.0,55.0,True,True,267,0.0,0.7940074906367042,0.3707865168539326,0.0,0.0,True,False,False,inf,55.0,0.0,inf,inf,55.0,inf,inf,inf,inf,inf,,,,,,,inf
18,284.0,38.0,True,True,284,0.0,0.8661971830985915,0.39436619718309857,0.0,0.0,True,False,False,inf,38.0,0.0,inf,inf,38.0,inf,inf,inf,inf,inf,,,,,,,inf
19,281.0,68.0,True,True,281,0.0,0.7580071174377224,0.6441281138790036,0.0,0.0,True,False,False,inf,68.0,0.0,inf,inf,68.0,inf,inf,inf,inf,inf,,,,,,,inf
20,227.0,57.0,True,True,227,0.0,0.748898678414097,0.4933920704845815,0.0,0.0,True,False,False,inf,57.0,0.0,inf,inf,57.0,inf,inf,inf,inf,inf,,,,,,,inf
21,349.0,63.0,True,True,349,0.0,0.8194842406876791,0.2664756446991404,0.0,0.0,True,False,False,inf,63.0,0.0,inf,inf,63.0,inf,inf,inf,inf,inf,,,,,,,inf
22,297.0,37.0,True,True,297,0.0,0.8754208754208754,0.3434343434343434,0.0,0.0,True,False,False,inf,37.0,0.0,inf,inf,37.0,inf,inf,inf,inf,inf,,,,,,,inf
23,263.0,41.0,True,True,263,0.0,0.844106463878327,0.5133079847908745,0.0,0.0,True,False,False,inf,41.0,0.0,inf,inf,41.0,inf,inf,inf,inf,inf,,,,,,,inf
24,231.0,22.0,True,True,231,0.0,0.9047619047619048,0.5064935064935064,0.0,0.0,True,False,False,inf,22.0,0.0,inf,inf,22.0,inf,inf,inf,inf,inf,,,,,,,inf
