eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.002845497521620761,0.9505399978366847,0.947694500315064
1.0,0,,,,0.002845497521620761,0.9505399978366847,0.947694500315064
10.0,0,,,,0.002845497521620761,0.9505399978366847,0.947694500315064
100.0,0,,,,0.002845497521620761,0.9505399978366847,0.947694500315064
400.0,51,173.0,167.0,178.0,0.22537176927994076,1.0,0.7746282307200593
