eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,1,1842.0,1842.0,1842.0,1.0644865981137297e-05,0.0
10.0,51,214.0,289.0,447.0,0.0032805866460825935,1.4821539039124585
100.0,51,0.0,2.0,5.0,0.4473684210526316,2.9999999999999996
400.0,51,0.0,0.0,0.0,0.0,0.0
