eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,3,233,340.0,362,0.00016383594560646605,0.6589147286821705
1.0,3,178,286.0,307,0.0001934610176049526,0.6744186046511628
10.0,3,142,251.0,276,0.0002155636990730761,0.6268656716417911
100.0,4,79,177.5,683,0.00012041664157986634,1.0576425372037495
400.0,51,1,8.0,12,0.12718204488778054,2.090909090909091
