eps,n_hits,l2_rate,l3_rate,gamma
0.01,3,0.2893127367446831,0.15452212161401432,0.06837329567681548
1.0,3,0.2881989239605134,0.15319706048182868,0.06691321923110002
10.0,3,0.2875044241015487,0.1523708401488411,0.0660028122937412
100.0,4,0.2767420374422563,0.13822513980063214,0.051543885241915874
400.0,51,0.9301745635910225,1.0,0.9301745635910225
