run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,168.0,156.0,True,True,168,0.4226190476190476,0.07142857142857142,1.0,0.07142857142857142,1.9897960455281866e-09,True,True,True,81.0,156.0,0.0,156.0,149.0,156.0,0.0,156.0,91.0,91.0,105.0,77.0,77.0,63.0,156.0,12.0,0.07692307692307693,156.0
1,189.0,176.0,True,True,189,0.38095238095238093,0.06878306878306878,1.0,0.06878306878306878,9.711582428605136e-10,True,True,True,101.0,176.0,0.0,176.0,162.0,176.0,0.0,176.0,101.0,162.0,162.0,88.0,27.0,27.0,176.0,13.0,0.07386363636363637,176.0
2,168.0,162.0,True,True,168,0.34523809523809523,0.03571428571428571,1.0,0.03571428571428571,6.833161565126919e-10,True,True,True,96.0,162.0,0.0,162.0,129.0,162.0,0.0,162.0,115.0,129.0,129.0,53.0,39.0,39.0,162.0,6.0,0.037037037037037035,162.0
3,166.0,158.0,True,True,166,0.43373493975903615,0.04819277108433735,1.0,0.04819277108433735,7.42619991960429e-10,True,True,True,86.0,158.0,0.0,158.0,137.0,158.0,0.0,158.0,102.0,110.0,137.0,64.0,56.0,29.0,158.0,8.0,0.05063291139240506,158.0
4,170.0,157.0,True,True,170,0.35294117647058826,0.07647058823529412,1.0,0.07647058823529412,2.1890746212472846e-09,True,True,True,90.0,157.0,0.0,157.0,143.0,157.0,0.0,157.0,101.0,112.0,143.0,69.0,58.0,27.0,157.0,13.0,0.08280254777070063,157.0
5,164.0,152.0,True,True,164,0.43902439024390244,0.07317073170731707,1.0,0.07317073170731707,4.280939150414514e-09,True,True,True,85.0,152.0,0.0,152.0,95.0,152.0,0.0,152.0,95.0,95.0,95.0,69.0,69.0,69.0,152.0,12.0,0.07894736842105263,152.0
6,165.0,156.0,True,True,165,0.3696969696969697,0.05454545454545454,1.0,0.05454545454545454,1.4382553062497868e-09,True,True,True,93.0,156.0,0.0,156.0,128.0,156.0,0.0,156.0,103.0,113.0,128.0,62.0,52.0,37.0,156.0,9.0,0.057692307692307696,156.0
7,179.0,164.0,True,True,179,0.40782122905027934,0.08379888268156424,1.0,0.08379888268156424,1.787802101803089e-09,True,True,True,98.0,164.0,0.0,164.0,161.0,164.0,0.0,164.0,109.0,109.0,109.0,70.0,70.0,70.0,164.0,15.0,0.09146341463414634,164.0
8,176.0,166.0,True,True,176,0.3522727272727273,0.056818181818181816,1.0,0.056818181818181816,8.800838774511888e-10,True,True,True,94.0,166.0,0.0,166.0,155.0,166.0,0.0,166.0,106.0,155.0,155.0,70.0,21.0,21.0,166.0,10.0,0.060240963855421686,166.0
9,169.0,159.0,True,True,169,0.3727810650887574,0.05917159763313609,1.0,0.05917159763313609,1.6466492012295712e-09,True,True,True,85.0,159.0,0.0,159.0,151.0,159.0,0.0,159.0,95.0,113.0,151.0,74.0,56.0,18.0,159.0,10.0,0.06289308176100629,159.0
10,175.0,168.0,True,True,175,0.3657142857142857,0.04,1.0,0.04,6.982902043421159e-10,True,True,True,101.0,168.0,0.0,168.0,149.0,168.0,0.0,168.0,104.0,120.0,120.0,71.0,55.0,55.0,168.0,7.0,0.041666666666666664,168.0
11,164.0,153.0,True,True,164,0.3475609756097561,0.06707317073170732,1.0,0.06707317073170732,2.420506295085248e-09,True,True,True,87.0,153.0,0.0,153.0,133.0,153.0,0.0,153.0,120.0,133.0,133.0,44.0,31.0,31.0,153.0,11.0,0.0718954248366013,153.0
12,164.0,151.0,True,True,164,0.4573170731707317,0.07926829268292683,1.0,0.07926829268292683,4.0406749161984415e-09,True,True,True,85.0,151.0,0.0,151.0,121.0,151.0,0.0,151.0,85.0,95.0,95.0,79.0,69.0,69.0,151.0,13.0,0.08609271523178808,151.0
13,173.0,164.0,True,True,173,0.4046242774566474,0.05202312138728324,1.0,0.05202312138728324,6.699202241786994e-10,True,True,True,96.0,164.0,0.0,164.0,161.0,164.0,0.0,164.0,96.0,114.0,114.0,77.0,59.0,59.0,164.0,9.0,0.054878048780487805,164.0
14,161.0,154.0,True,True,161,0.4409937888198758,0.043478260869565216,1.0,0.043478260869565216,1.6099116698145968e-09,True,True,True,87.0,154.0,0.0,154.0,149.0,154.0,0.0,154.0,87.0,87.0,112.0,74.0,74.0,49.0,154.0,7.0,0.045454545454545456,154.0
15,169.0,159.0,True,True,169,0.4378698224852071,0.05917159763313609,1.0,0.05917159763313609,9.310269532687721e-10,True,True,True,83.0,159.0,0.0,159.0,154.0,159.0,0.0,159.0,91.0,91.0,91.0,78.0,78.0,78.0,159.0,10.0,0.06289308176100629,159.0
16,171.0,163.0,True,True,171,0.43859649122807015,0.04678362573099415,1.0,0.04678362573099415,7.4632896064396e-10,True,True,True,91.0,163.0,0.0,163.0,139.0,163.0,0.0,163.0,91.0,91.0,139.0,80.0,80.0,32.0,163.0,8.0,0.049079754601226995,163.0
17,173.0,160.0,True,True,173,0.47398843930635837,0.07514450867052024,1.0,0.07514450867052024,1.5438158463549057e-09,True,True,True,86.0,160.0,0.0,160.0,145.0,160.0,0.0,160.0,88.0,88.0,88.0,85.0,85.0,85.0,160.0,13.0,0.08125,160.0
18,170.0,153.0,True,True,170,0.3941176470588235,0.1,1.0,0.1,3.177993648687932e-09,True,True,True,92.0,153.0,0.0,153.0,143.0,153.0,0.0,153.0,97.0,97.0,97.0,73.0,73.0,73.0,153.0,17.0,0.1111111111111111,153.0
19,164.0,150.0,True,True,164,0.4024390243902439,0.08536585365853659,1.0,0.07926829268292683,1.4907234484425145e-09,True,True,True,91.0,150.0,0.0,151.0,151.0,150.0,0.0,151.0,95.0,95.0,95.0,69.0,69.0,69.0,151.0,13.0,0.08609271523178808,151.0
