eps,n_hits,l2_rate,l3_rate,gamma
0.01,0,0.9436501032945526,1.0,0.9436501032945526
1.0,0,0.9436501032945526,1.0,0.9436501032945526
10.0,0,0.9436501032945526,1.0,0.9436501032945526
100.0,0,0.9436501032945526,1.0,0.9436501032945526
400.0,43,0.848545737680213,1.0,0.848545737680213
