eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,51,137,153.0,180,0.006495987772258311,1.7559294586988532
1.0,51,100,120.0,140,0.008401976935749587,1.3462912017836262
10.0,51,86,102.0,122,0.00989522700814901,1.3040771771450559
100.0,51,65,83.0,101,0.012059588555214,1.3333333333333333
400.0,51,53,70.0,89,0.014154870940882597,1.496910398367498
