eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0392156862745098,1.0,1.0,1.0,1.0
10.0,0.0,0.0,0.0,0.9411764705882353,1.0,1.0
100.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.9607843137254902
400.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
