eps,n_hits,l2_rate,l3_rate,gamma
0.01,51,0.9517258947904725,1.0,0.9517258947904725
1.0,51,0.9375617792421747,1.0,0.9375617792421747
10.0,51,0.926464881645324,1.0,0.926464881645324
100.0,51,0.9103807046583117,1.0,0.9103807046583117
400.0,51,0.8948098806550097,1.0,0.8948098806550097
