run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
1,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
2,324.0,1.0,302.0,1.0,3.4190296513020257,4.54908281255166,0.8903654485049833,1.0,5.417720882143701,6.498962427617461,0.83362858956085,0.3443708609271523,327.0,5.0,300.0,10.0,1.8351760778919015,2.691928796878892,1.0,1.0,4.309639473216201,5.142628172743639,0.8380227635467895,0.7566666666666667,328.0,30.0,300.0,33.0,1.3836336156300604,2.2736138713177754,1.0,1.0,3.9957230411066154,4.9838753727869785,0.801730128109566,0.8033333333333333,330.0,75.0,299.0,103.0,0.7292234867231855,1.3836336156300604,1.0,1.0,3.90179137584814,4.581772083057796,0.8515900191273048,0.8862876254180602
3,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
4,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
5,345.0,1.0,291.0,1.0,3.0659877403404607,4.340059167801337,0.906896551724138,1.0,5.325162411581109,6.579166212516555,0.8093977625083004,0.3848797250859107,347.0,5.0,290.0,14.0,1.6861428840620647,2.741395480245046,0.9891304347826086,1.0,4.763361250482164,5.677749516208716,0.8389523413957983,0.6068965517241379,348.0,29.0,289.0,36.0,1.3727870948687269,2.3450756870989617,1.0,1.0,4.661238123856087,5.5107803714284875,0.845839937302349,0.6193771626297578,349.0,73.0,289.0,75.0,0.9942177295113197,1.8349271100006264,1.0,1.0,4.748383593608566,5.682458887361185,0.8356212843298927,0.5916955017301038
6,361.0,1.0,283.0,3.0,2.543863530458566,3.4942326686267733,0.9607142857142857,1.0,5.2594464739392865,6.513063443393955,0.807522684163904,0.42402826855123676,362.0,5.0,282.0,13.0,1.7222233893467092,2.6281406883104865,0.9888475836431226,1.0,4.149292920732621,5.2767805088727675,0.7863303985746032,0.7446808510638298,363.0,29.0,282.0,37.0,1.2944160441516033,2.0697103221974436,0.9959183673469387,1.0,4.549758438114327,5.42876082101712,0.8380841573458554,0.6666666666666666,364.0,71.0,281.0,78.0,0.9064312709824662,1.6799660190043146,1.0,1.0,4.233555907837301,4.968971531647218,0.8519984227870742,0.8113879003558719
7,373.0,1.0,277.0,4.0,2.7649597942895525,4.119715587102838,0.9157509157509157,1.0,5.175559176359401,6.000345192639148,0.8625435721112273,0.4332129963898917,374.0,5.0,276.0,6.0,2.034010248219829,3.172425867366474,0.9629629629629629,1.0,4.956913025156082,5.7145273866157265,0.8674230937742831,0.5108695652173914,375.0,28.0,276.0,34.0,1.6293292170510085,2.5242935605469943,0.9834710743801653,1.0,4.640072822425084,5.422930507432151,0.8556393662182914,0.6413043478260869,377.0,69.0,275.0,96.0,0.6731538291278412,1.435375707226649,1.0,1.0,4.00654686154542,4.595973436332872,0.8717515270806797,0.9345454545454546
8,212.0,1.0,369.0,1.0,4.625345164197142,6.31864107986712,0.5869565217391305,0.9945652173913043,6.993635997621094,8.168487938192024,0.8561726540504672,0.04065040650406504,214.0,5.0,368.0,10.0,2.964130872912847,4.559840353997151,0.8519553072625698,1.0,6.372352688008896,7.522722246169306,0.8470806816314138,0.11141304347826086,216.0,37.0,366.0,47.0,1.5996930188962324,2.8365974655696844,0.9780564263322884,1.0,5.261688154347986,6.121622920132587,0.8595250349451489,0.3743169398907104,217.0,92.0,366.0,94.0,1.2303471649534004,2.3367292420523884,0.9816176470588235,1.0,5.260006084562084,6.119245438266965,0.8595841002991005,0.42349726775956287
9,218.0,1.0,365.0,1.0,4.253757327431458,5.846195187439935,0.6456043956043956,0.9945054945054945,5.903858418650447,6.847405328941975,0.8622037304694916,0.16712328767123288,220.0,5.0,364.0,7.0,2.7436871298400547,3.914988017561609,0.927170868347339,1.0,5.071154638218857,5.964254012094345,0.8502579916843823,0.46703296703296704,223.0,37.0,362.0,72.0,1.1419372141856456,2.1074670232405883,1.0,1.0,4.716098648461109,5.478836749076796,0.8607846636890192,0.6408839779005525,224.0,91.0,361.0,137.0,0.7965837019908122,1.6927024355319191,1.0,1.0,4.09140113241651,4.789145133821699,0.8543071922215072,0.8587257617728532
10,364.0,1.0,281.0,4.0,3.207334861517211,4.226877876895105,0.8844765342960289,1.0,5.510766077821634,6.886826538979704,0.8001894699438827,0.3701067615658363,365.0,5.0,281.0,10.0,2.482970169525288,3.6089117794313097,0.955719557195572,1.0,5.463246000589445,6.5853200069875015,0.8296097979737576,0.3274021352313167,367.0,28.0,280.0,36.0,1.6141272043741992,2.4246093783829563,0.9959016393442623,1.0,4.355972875574308,5.392142051817415,0.8078371885818795,0.7,368.0,70.0,279.0,78.0,1.0319627248818506,1.9484492703154501,1.0,1.0,4.0388330688129885,4.916268232280976,0.8215241475827919,0.8136200716845878
11,319.0,1.0,305.0,1.0,2.881568429722847,3.909031729473463,0.9342105263157895,1.0,5.097046787043396,6.31531973507462,0.8070924356743073,0.46229508196721314,320.0,5.0,304.0,5.0,2.4270572208197336,3.2588019190327033,0.9866220735785953,1.0,5.171134703812408,6.236460812417026,0.8291777755608575,0.4342105263157895,323.0,31.0,303.0,63.0,0.9917700860141849,1.9243524575773339,1.0,1.0,4.308453415840934,5.294370247734701,0.8137801502802698,0.7260726072607261,324.0,76.0,302.0,120.0,0.7780014647676126,1.4794579571696886,1.0,1.0,4.017607778786505,4.86569515218972,0.82570067649603,0.8344370860927153
12,334.0,1.0,297.0,1.0,2.596404557957385,3.6992029944594833,0.9527027027027027,1.0,4.897900783221386,6.0799171580073805,0.8055867630977087,0.5454545454545454,335.0,5.0,296.0,6.0,2.0877472623819813,3.295469898952342,0.9724137931034482,1.0,4.497062705591777,5.442558271066288,0.8262773647273651,0.6891891891891891,338.0,30.0,295.0,57.0,0.9428513846910391,1.6782405587603535,1.0,1.0,3.994365228991761,4.700307508788492,0.8498093415214256,0.8711864406779661,339.0,74.0,294.0,96.0,0.6535382728698096,1.3091936888722562,1.0,1.0,3.949420137288941,4.650438609639898,0.8492575580080092,0.8741496598639455
13,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
14,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
15,227.0,1.0,359.0,1.0,4.540401464207662,6.48036628247155,0.5921787709497207,0.9804469273743017,6.375588452771591,7.397908266677326,0.8618096119803745,0.0807799442896936,228.0,5.0,359.0,5.0,3.868558476176304,5.641019450618751,0.7090395480225988,0.9943502824858758,6.156509521549957,7.165947855108771,0.8591340107451155,0.12534818941504178,231.0,36.0,357.0,43.0,1.7465980886272519,2.722079345291513,0.9713375796178344,1.0,5.45143114859752,6.271650248834636,0.8692179780928434,0.3081232492997199,233.0,89.0,355.0,108.0,0.9018593101886836,1.8049745661638554,1.0,1.0,4.653317138180467,5.294411377227573,0.8789111398096883,0.6732394366197183
16,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
17,283.0,1.0,325.0,1.0,4.790997578949373,6.264087886489052,0.5709876543209876,0.9969135802469136,6.679118235263868,7.807974756583401,0.8554226215488565,0.07384615384615385,286.0,5.0,323.0,6.0,2.7698307316968567,3.946806504725646,0.9211356466876972,1.0,5.8236207538119285,6.7793976644189335,0.8590174292882514,0.22910216718266255,289.0,33.0,321.0,51.0,1.248380668028176,2.3940065474860606,1.0,1.0,4.818491701216909,5.624374914049817,0.8567159506348354,0.5763239875389408,290.0,81.0,321.0,87.0,0.964468594916525,1.7640709641584182,1.0,1.0,4.631451297988036,5.362398601091428,0.8636902331440599,0.6884735202492211
18,246.0,1.0,347.0,1.0,4.079123688025902,5.607581611322985,0.6907514450867052,1.0,6.027743627431097,6.859730075681769,0.8787144043465904,0.1642651296829971,247.0,5.0,347.0,6.0,3.125284676716092,4.6200460395903065,0.8475073313782991,1.0,5.7246307350242605,6.6968027070340055,0.8548304296035746,0.21037463976945245,249.0,35.0,345.0,35.0,1.8329450821231603,3.022086992644745,0.9709677419354839,1.0,5.482892935450821,6.312907396177456,0.8685210460667903,0.3536231884057971,251.0,86.0,344.0,119.0,1.113760854899283,1.8070839484902539,1.0,1.0,4.6836615070550955,5.435619267906462,0.861661068630919,0.6686046511627907
19,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
20,339.0,1.0,294.0,1.0,3.3514541045283295,4.37779866983392,0.8498293515358362,1.0,5.645759195741309,6.986442422407619,0.8081021576351455,0.2925170068027211,340.0,5.0,293.0,6.0,2.7471853444358203,3.922165242234951,0.9163763066202091,1.0,4.9198875795148105,6.2473772720070615,0.7875124816872512,0.5290102389078498,343.0,30.0,292.0,44.0,1.2686756441153193,2.247393394247684,1.0,1.0,4.436383763049616,5.446321749489594,0.814565126172609,0.6746575342465754,344.0,73.0,291.0,80.0,0.9740350954175483,1.6545106762055184,1.0,1.0,4.317934955980977,5.110115403930238,0.8449779730336447,0.7766323024054983
21,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
22,245.0,1.0,348.0,4.0,3.002811124693835,4.103866191135331,0.9186046511627907,1.0,5.487115261361275,6.880254710056609,0.7975162973750035,0.33620689655172414,246.0,5.0,347.0,11.0,2.2696625630578637,3.3121729615304503,0.9880952380952381,1.0,5.277145827547053,6.370861597404038,0.8283252974287425,0.42939481268011526,247.0,35.0,347.0,36.0,1.7137321865470767,2.7786973285797103,1.0,1.0,4.844570796622087,5.753424482094642,0.8420325688985718,0.5706051873198847,249.0,87.0,345.0,129.0,0.8575586925744574,1.7761019898684935,1.0,1.0,4.578285416531814,5.333135152014608,0.8584604151279294,0.6985507246376812
23,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
24,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
25,525.0,1.0,211.0,1.0,2.9334182158418116,4.202460631009672,0.9095238095238095,1.0,6.401773337024051,7.593206542747434,0.843092216836724,0.14691943127962084,526.0,5.0,210.0,5.0,2.2948568358469856,3.486496825224822,0.9560975609756097,1.0,5.493760070990683,6.416189736172972,0.8562340418360999,0.28095238095238095,528.0,21.0,210.0,32.0,1.3174175359647506,2.1233073761607555,0.9943820224719101,1.0,5.0171023033766105,6.388823345117227,0.7852936342669454,0.49523809523809526,529.0,53.0,209.0,60.0,0.9790819977920364,1.7557192113985365,1.0,1.0,4.769279343876464,5.658072099326645,0.8429159721107204,0.6028708133971292
26,298.0,1.0,316.0,1.0,3.9532254882956295,5.418008045511943,0.7238095238095238,1.0,6.778881051402298,8.338053063416385,0.8130052663187008,0.10443037974683544,300.0,5.0,315.0,8.0,2.594773280422487,4.136027767857468,0.9153094462540716,1.0,5.323432568652365,6.418132541497335,0.8294363717534603,0.3904761904761905,303.0,32.0,314.0,52.0,1.3115995166492667,2.3250759296967773,1.0,1.0,5.074764888167792,6.104435404532596,0.8313242014813909,0.4745222929936306,304.0,79.0,313.0,96.0,1.0033371212807651,1.916258666709564,1.0,1.0,4.548971020659921,5.535804259364376,0.8217362478026339,0.670926517571885
27,248.0,1.0,346.0,2.0,4.052283333454625,5.365691641243576,0.7296511627906976,0.997093023255814,6.269398539919609,7.602207447422365,0.824681328848154,0.14739884393063585,250.0,5.0,345.0,14.0,2.4660613678870504,3.855265262308876,0.9365558912386707,1.0,5.733758856457979,6.8220206841979705,0.8404780814780053,0.2289855072463768,252.0,35.0,343.0,66.0,1.2596956076395145,2.213310274569994,1.0,1.0,4.647120933617685,5.445627001719684,0.853367469374998,0.6472303206997084,253.0,86.0,343.0,104.0,0.9583513650409259,1.7228226638331765,1.0,1.0,4.894089093976843,5.7576814188825765,0.8500104013963775,0.5568513119533528
28,230.0,1.0,357.0,1.0,4.615470421420923,6.072205110438517,0.598314606741573,0.9971910112359551,6.331857981535391,7.657354493248844,0.8268988966251875,0.11764705882352941,233.0,5.0,355.0,7.0,2.2410779038161763,3.5526229506683205,0.9396551724137931,1.0,5.2471142496583685,6.119898386303569,0.8573858450659074,0.38873239436619716,235.0,36.0,354.0,47.0,1.3355273389838658,2.3073112233219946,0.993485342019544,1.0,4.670943383810893,5.4132180934033745,0.8628773685477353,0.635593220338983,237.0,89.0,353.0,152.0,0.7675584205403538,1.3355273389838658,1.0,1.0,4.166165155084706,4.800513648730054,0.8678582043375378,0.8696883852691218
29,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
30,379.0,1.0,274.0,4.0,2.5464340977950997,3.476060901716756,0.9851851851851852,1.0,5.032271513681884,6.013210521135645,0.836869338932025,0.49635036496350365,380.0,5.0,273.0,8.0,1.9717251376573586,2.872061211941855,0.9962264150943396,1.0,4.796076936776263,5.629155482626479,0.8520064779838851,0.5897435897435898,382.0,28.0,272.0,55.0,1.046316070951434,1.7836052473880957,1.0,1.0,3.8301306006199987,4.714703103373342,0.812380019831909,0.8786764705882353,383.0,68.0,272.0,115.0,0.6733685604963284,1.3268148642356212,1.0,1.0,3.62586725683977,4.456178362258461,0.8136719318842802,0.9375
31,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
32,323.0,1.0,303.0,1.0,5.450143354796637,6.7506864177563335,0.3973509933774834,0.9867549668874173,6.527856561027293,8.106444531876965,0.8052675294770485,0.13861386138613863,329.0,5.0,299.0,8.0,1.813090734135585,2.6948535523674764,0.9896907216494846,1.0,5.093683428985214,6.076987732509326,0.8381921526245893,0.44816053511705684,331.0,30.0,298.0,51.0,1.0225821608737533,1.8494914307573709,1.0,1.0,4.404194868776232,5.151763433876972,0.8548907428115045,0.738255033557047,332.0,75.0,298.0,105.0,0.806497959706121,1.3722743968105533,1.0,1.0,4.210813514953925,4.908903965262612,0.8577909742686642,0.8288590604026845
33,229.0,1.0,358.0,1.0,5.433561292290051,7.457957423861808,0.4257703081232493,0.969187675070028,7.7089422305996935,9.330260742218927,0.8262300961983994,0.0111731843575419,233.0,5.0,355.0,10.0,2.187296056677951,3.340945521809681,0.9623188405797102,1.0,5.501459604416517,6.493583890594296,0.8472146809999895,0.2591549295774648,235.0,36.0,354.0,67.0,1.3160130721598762,2.283552994300863,0.9965156794425087,1.0,4.776253556729532,5.674888468158468,0.8416471237327159,0.5875706214689266,236.0,89.0,353.0,116.0,1.1205410384204697,1.8720998039510053,1.0,1.0,4.5298543846958275,5.243264485953713,0.8639377999776563,0.7110481586402266
34,280.0,1.0,327.0,6.0,2.8902341310135853,4.202815048065986,0.9252336448598131,1.0,5.636250699816757,6.477379655022792,0.8701436383223587,0.23853211009174313,280.0,5.0,327.0,6.0,2.8902341310135853,4.202815048065986,0.9252336448598131,1.0,5.636250699816757,6.477379655022792,0.8701436383223587,0.23853211009174313,282.0,33.0,326.0,38.0,1.4366610831377784,2.3956397246876815,0.9930555555555556,1.0,4.659979350672148,5.257893634207283,0.8862825448492967,0.6687116564417178,283.0,82.0,325.0,88.0,1.0828122803764018,1.9682511804525349,1.0,1.0,4.4456623209676955,5.101473352928399,0.8714467396787934,0.7569230769230769
35,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
36,337.0,1.0,295.0,4.0,2.343930576646926,3.293659924268013,0.9759450171821306,1.0,5.758739704362091,6.797007387109998,0.8472463506929678,0.2305084745762712,338.0,5.0,295.0,8.0,1.8803781846268066,2.609088206493561,0.9930313588850174,1.0,5.425909093237766,6.321115452657093,0.8583784197387148,0.3593220338983051,340.0,30.0,293.0,38.0,1.0738105098389497,1.8541398399748688,1.0,1.0,4.0582012915461325,4.875538067964031,0.8323596770193593,0.8498293515358362,341.0,74.0,293.0,78.0,0.8109639232775407,1.4704845390459014,1.0,1.0,4.303624057834016,5.097242916243629,0.8443042893089223,0.757679180887372
