run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_f_best_tau,K_1_err_best_tau,K_1_depth_into_Ain,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_f_best_tau,K_5_err_best_tau,K_5_depth_into_Ain,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_f_best_tau,K_10pctN_err_best_tau,K_10pctN_depth_into_Ain,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_f_best_tau,K_25pctN_err_best_tau,K_25pctN_depth_into_Ain,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,355,1,96,1,807.8604606034612,7.860460603461206,0.12468940534665762,12.908667192949224,18.587406956241352,0.06315789473684211,0.2736842105263158,66.56796266675863,81.06360592985187,0.8211818596419582,0.010416666666666666,507,5,74,5,804.9671031462503,4.967103146250338,3.018046862557526,6.61578209871675,9.96168490846328,0.2608695652173913,0.8260869565217391,61.09151273723473,76.43133742749247,0.7992992768861326,0.013513513513513514,578,7,65,8,804.662920830714,4.662920830714029,3.322229178093835,5.684795384833137,7.107726746289882,0.42105263157894735,1.0,60.637299052348595,74.25893428790168,0.8165657053097202,0.015384615384615385,744,12,48,12,803.6302489739504,3.6302489739504153,4.354901034857448,2.4842755661649107,4.464615755548493,0.8888888888888888,1.0,56.570201182333534,65.84730481383902,0.8591118701405721,0.020833333333333332
1,314,1,103,1,807.3382438839132,7.338243883913151,0.6469061248947128,15.309336469957259,20.848938192599736,0.0784313725490196,0.23529411764705882,73.81801096496694,86.05392063663858,0.857811130728865,0.009708737864077669,375,5,93,5,806.2815982598119,6.281598259811858,1.7035517489960057,10.6622786854183,14.992044178466562,0.125,0.4318181818181818,71.5436254054886,84.31003949113287,0.8485777712512286,0.010752688172043012,421,9,86,9,805.1336870375588,5.133687037558843,2.8514629712490205,9.281457963318076,12.574912296422236,0.23376623376623376,0.5714285714285714,64.98065578327518,81.25206203023538,0.7997416208230468,0.011627906976744186,618,15,60,15,803.4114190377808,3.4114190377807745,4.573730971027089,3.022340222017533,5.5212009894401035,0.7111111111111111,1.0,60.124341141580636,69.31732750497297,0.8673782343565856,0.016666666666666666
2,336,1,99,1,807.3627072984518,7.362707298451824,0.6224427103560402,14.623806472127683,17.790093463650717,0.07142857142857142,0.21428571428571427,72.71117387485414,81.75177264360694,0.889414033770682,0.010101010101010102,480,5,77,5,805.5665432638542,5.566543263854214,2.4186067449536495,5.998346638108842,9.736955066224029,0.4166666666666667,0.8055555555555556,68.07964028125657,80.68516737795589,0.8437689663869583,0.012987012987012988,532,7,70,7,805.4530455633618,5.453045563361798,2.532104445446066,4.439218401764833,7.0024510674413705,0.6031746031746031,0.9047619047619048,67.28368792160137,80.04606020277218,0.8405621432355165,0.014285714285714285,634,15,59,15,805.2717925817333,5.27179258173328,2.713357427074584,2.9577027481070672,5.060563258675415,0.7954545454545454,1.0,65.52962817063388,77.96601784540393,0.8404896130589904,0.01694915254237288
3,353,1,96,1,807.9553303647035,7.955330364703514,0.029819644104350118,18.583932305560666,24.067713702663106,0.042105263157894736,0.21052631578947367,67.00848197251156,78.5769369425398,0.8527754399679922,0.010416666666666666,479,5,77,5,804.0869631425932,4.086963142593163,3.898186866214701,9.29816510415219,13.896753236694963,0.18055555555555555,0.5694444444444444,57.111645244778245,69.53666792285145,0.8213169677348022,0.012987012987012988,532,7,70,7,803.901353286973,3.901353286972949,4.083796721834915,6.294040201246958,10.0651794158023,0.30158730158730157,0.7777777777777778,56.518390135614965,66.2720881679017,0.852823438917821,0.014285714285714285,657,14,56,14,803.3539821915979,3.353982191597879,4.631167817209985,3.3871213623857557,5.319500800574679,0.7142857142857143,1.0,55.40094418617372,65.10607509411933,0.850933558904978,0.017857142857142856
4,316,1,103,2,807.3866227691917,7.3866227691917175,0.5985272396161463,14.382841864052352,20.257791053605047,0.039603960396039604,0.2871287128712871,62.30178085304783,74.03112277878006,0.8415620149273992,0.009708737864077669,368,5,94,5,806.8232775969046,6.8232775969046315,1.1618724119032322,10.245433631376159,14.164626134900368,0.11235955056179775,0.47191011235955055,59.121486807882434,70.73708558941426,0.8357919514955237,0.010638297872340425,462,8,80,8,802.3664974236669,2.3664974236669423,5.6186525851409215,5.812623428934785,8.724673507977718,0.4444444444444444,0.875,57.100375837974966,68.06255569591919,0.8389396380159513,0.0125,599,16,63,16,801.2686779769217,1.2686779769217083,6.7164720318861555,3.3829326286146397,5.072393694841435,0.7872340425531915,1.0,53.82719152041505,63.741506794571066,0.8444606070247397,0.015873015873015872
5,287,1,108,1,806.8351696819907,6.835169681990692,1.1499803268171718,20.524502737372472,25.368033401923118,0.0,0.11214953271028037,60.30491318809345,74.50136315943882,0.809447111176156,0.009259259259259259,445,5,82,5,803.9147022674323,3.9147022674322898,4.070447741375574,8.255226341451817,12.081407409930263,0.22077922077922077,0.6623376623376623,56.82325093026821,67.85360718363916,0.8374389113386652,0.012195121951219513,470,8,79,8,803.5663945712693,3.5663945712692566,4.418755437538607,7.160488406512286,10.120511448937918,0.28169014084507044,0.7887323943661971,56.76488780701395,66.65934114952474,0.8515668896229207,0.012658227848101266,618,15,60,15,803.2784299492345,3.2784299492344644,4.706720059573399,2.686661088569963,5.11214358311729,0.7777777777777778,1.0,54.12249379061609,61.73939766746434,0.8766281472671018,0.016666666666666666
6,285,1,109,1,807.5594428079646,7.559442807964615,0.42570720084324876,24.264213514250002,28.96667841597239,0.0,0.046296296296296294,73.18070171205099,89.40307336937522,0.8185479419672707,0.009174311926605505,496,5,75,5,804.8037944591109,4.803794459110918,3.1813555496969457,6.301841341799673,10.473060819459533,0.37142857142857144,0.7142857142857143,55.26941091157197,69.39543938061863,0.7964415443561281,0.013333333333333334,532,7,70,7,804.7427278718035,4.742727871803481,3.2424221370043824,5.308271189438074,8.866843898109096,0.4603174603174603,0.8888888888888888,53.580057821346514,66.5574667594043,0.8050194881219073,0.014285714285714285,657,14,56,14,802.8021396797253,2.8021396797253146,5.183010329082549,2.7188570424883096,4.978301082543296,0.7857142857142857,1.0,51.56394477592235,64.28864200923361,0.8020692794928901,0.017857142857142856
7,380,1,92,1,806.8310446875554,6.831044687555391,1.154105321252473,8.423859904800793,14.390762269853553,0.25274725274725274,0.5934065934065934,58.35311948850096,72.83786905992848,0.8011371041139332,0.010869565217391304,397,5,89,5,804.5652769310124,4.565276931012363,3.4198730777955006,7.6488938686678125,12.524715907961879,0.2619047619047619,0.6785714285714286,58.66352161531659,68.38336663906796,0.8578624378783021,0.011235955056179775,420,9,86,9,804.3624382336334,4.362438233633384,3.62271177517448,6.478387495013067,10.256273380215204,0.35064935064935066,0.7792207792207793,57.389923021510015,72.90648802589133,0.787171684927809,0.011627906976744186,512,19,73,19,804.0644694089012,4.064469408901232,3.920680599906632,4.1114361134031014,6.5883987419919094,0.6666666666666666,1.0,58.89913999908394,67.11284645965665,0.8776134988476433,0.0136986301369863
8,320,1,102,1,806.5381290276209,6.538129027620926,1.4470209811869381,13.496634364854458,20.576729040429427,0.0594059405940594,0.26732673267326734,64.21396099422753,80.81253322361195,0.7946039857028685,0.00980392156862745,476,5,78,5,803.6251738954273,3.625173895427338,4.359976113380526,5.617910688604638,8.826747514198564,0.4383561643835616,0.9178082191780822,61.766844515056604,71.98486297879555,0.85805323451475,0.01282051282051282,485,8,76,8,803.6251738954273,3.625173895427338,4.359976113380526,5.347354172187238,8.613974850647173,0.4411764705882353,0.9705882352941176,61.6216978210949,71.50049502957094,0.8618359606546724,0.013157894736842105,567,17,66,17,803.2733621923514,3.273362192351442,4.711787816456422,4.461934305126192,6.1021190854471135,0.6326530612244898,1.0,59.48180614964443,70.25350788944033,0.8466738236509472,0.015151515151515152
9,342,1,98,1,807.5206572404408,7.520657240440755,0.4644927683671085,15.273306064320195,20.403177522505462,0.041237113402061855,0.1958762886597938,68.35494566502007,79.26777281593681,0.8623295853630605,0.01020408163265306,443,5,82,5,803.9631913214492,3.9631913214492442,4.0219586873586195,7.144458133403873,10.652306536802621,0.2987012987012987,0.7012987012987013,59.614078216594336,73.53218772511336,0.8107208565512924,0.012195121951219513,460,8,80,8,803.71211136023,3.712111360229983,4.273038648577881,7.009599121450094,10.45764842751321,0.3194444444444444,0.7638888888888888,59.03903903171811,72.51783903633084,0.8141312512379201,0.0125,581,17,65,17,803.4068820242168,3.4068820242167703,4.578267984591093,3.1422603421297595,5.757698211172465,0.7083333333333334,1.0,54.25846632425043,66.87918290248803,0.8112908078341955,0.015384615384615385
