run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,1334.0,1.0,50.0,1.0,61.39090363310697,204.24878343346938,0.0,0.02040816326530612,221.02377207535568,253.23639338646134,0.8727962403810328,0.02,1801.0,5.0,22.0,6.0,15.622068297775058,28.314535777559286,0.0,0.25,214.2532308750952,241.2059100509415,0.8882586286125658,0.045454545454545456,1724.0,3.0,25.0,3.0,15.921662360109167,30.874099488527918,0.13636363636363635,0.2727272727272727,215.70334031504163,246.17772817591893,0.8762098095279348,0.04,1801.0,6.0,22.0,6.0,15.622068297775058,28.314535777559286,0.0,0.25,214.2532308750952,241.2059100509415,0.8882586286125658,0.045454545454545456
1,2279.0,1.0,9.0,1.0,18.693400121082277,22.650112969952172,0.125,0.375,263.0944374510642,299.8845731076113,0.8773190121942511,0.1111111111111111,inf,,,,,,,,,,,,2279.0,1.0,9.0,1.0,18.693400121082277,22.650112969952172,0.125,0.375,263.0944374510642,299.8845731076113,0.8773190121942511,0.1111111111111111,2439.0,2.0,7.0,2.0,8.299176840655036,17.15964449356352,0.2,0.6,263.20837363018245,309.7498385867768,0.8497449904447466,0.14285714285714285
2,1494.0,1.0,37.0,1.0,67.80349341918327,199.3315969578739,0.05555555555555555,0.08333333333333333,208.36207706165206,238.92222789095862,0.872091637939799,0.02702702702702703,2004.0,5.0,15.0,5.0,9.174774727779322,12.271834301050331,0.4,0.6,182.29563117589177,205.88948813134377,0.8854052376855651,0.06666666666666667,1640.0,3.0,29.0,3.0,35.271753281822384,149.80809315190845,0.0,0.15384615384615385,203.9456135665462,226.8597446502142,0.8989942833665868,0.034482758620689655,1950.0,4.0,16.0,4.0,9.765187371271622,15.620716143633949,0.3333333333333333,0.5833333333333334,183.61845404330631,213.95112198695386,0.8582261795967718,0.0625
3,1658.0,1.0,28.0,1.0,165.85816611891005,180.3282359413015,0.0,0.037037037037037035,235.3090610871154,267.1108764421381,0.8809415184487569,0.03571428571428571,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,16.658295644564078,49.298096285034,0.2222222222222222,0.3333333333333333,215.42880241941202,243.4887308419063,0.8847588209710076,0.1,2321.0,2.0,8.0,2.0,15.235309304894372,32.358430963856335,0.16666666666666666,0.3333333333333333,209.22996358343562,233.39727746461884,0.8964541740001797,0.125
4,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
5,1715.0,1.0,25.0,1.0,20.027614147555823,30.653072418293142,0.041666666666666664,0.20833333333333334,210.03036283771127,249.42021859169986,0.8420743275088309,0.04,inf,,,,,,,,,,,,1963.0,2.0,16.0,2.0,12.027686224248782,15.713721993057334,0.07142857142857142,0.42857142857142855,224.4290440525421,249.16841647474507,0.9007122460694754,0.0625,2105.0,3.0,12.0,3.0,7.394921840226289,10.010231988690249,0.2222222222222222,0.7777777777777778,227.22828809783584,251.62351521974023,0.9030486991623168,0.08333333333333333
6,1899.0,1.0,18.0,1.0,23.60427020246516,28.352529192284145,0.0,0.17647058823529413,274.2712466578905,313.98851708850987,0.8735072517972895,0.05555555555555555,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,14.416162646698467,16.579393698933018,0.1111111111111111,0.3333333333333333,260.61114491438116,280.4565778669141,0.929238839383007,0.1,2321.0,2.0,8.0,2.0,12.604776192865529,14.087903149857084,0.0,0.3333333333333333,260.6717595583117,291.11962810565274,0.8954111450833162,0.125
7,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
8,1928.0,1.0,17.0,1.0,50.05908801728833,120.16778974660565,0.0625,0.0625,245.32640855579723,272.334193671506,0.9008285197257088,0.058823529411764705,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,27.135180400390254,43.405479336712055,0.1111111111111111,0.2222222222222222,226.60251314127345,263.0057906268351,0.8615875437616797,0.1,2400.0,2.0,7.0,2.0,23.92326593665848,27.565541202987788,0.2,0.2,249.09076015259967,308.32642409306595,0.8078800280750947,0.14285714285714285
9,1598.0,1.0,31.0,1.0,27.288203741453344,40.75406706803806,0.13333333333333333,0.26666666666666666,236.0698647415721,264.9202477182217,0.8910978559580095,0.03225806451612903,1712.0,5.0,25.0,5.0,22.419780755928514,33.805848992138905,0.2,0.25,247.1139281670101,275.64110992122244,0.8965060699314216,0.04,1611.0,3.0,30.0,3.0,26.966054074018757,40.02006326132241,0.18518518518518517,0.25925925925925924,251.3896148714013,281.21359508404,0.8939454537974032,0.03333333333333333,1772.0,6.0,23.0,6.0,20.42349463028131,31.560262833294473,0.23529411764705882,0.23529411764705882,230.06271902899186,261.21874948959334,0.8807281999417018,0.043478260869565216
