function,hits,gamma_mean,l2_mean,l3_mean,a_t,p_hat,gap_factor
cec2017_f1,51/51,--,--,--,7.24e-13,5.24e-02,--
cec2017_f2,51/51,--,--,--,7.24e-13,4.30e-02,--
cec2017_f3,51/51,--,--,--,7.24e-13,3.97e-02,--
cec2017_f6,51/51,--,--,--,7.24e-13,9.36e-02,--
cec2017_f9,51/51,--,--,--,7.24e-13,1.68e-01,--
