function,hits,gamma_mean,l2_mean,l3_mean,a_t,p_hat,gap_factor
cec2017_f1,51/51,--,--,--,7.24e-13,5.56e-02,--
cec2017_f2,51/51,--,--,--,7.24e-13,4.56e-02,--
cec2017_f3,51/51,--,--,--,7.24e-13,4.15e-02,--
cec2017_f4,1/51,--,--,--,7.24e-13,1.96e-02,--
cec2017_f6,51/51,--,--,--,7.24e-13,1.65e-01,--
cec2017_f9,51/51,--,--,--,7.24e-13,1.59e-01,--
