eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.8235294117647058,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.43243243243243246,0.8918918918918919,0.972972972972973,1.0
10.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.8235294117647058
100.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0,0.0
