eps,beta1_r0.5,beta1_r1.0,beta1_r2.0,beta1_r5.0,beta1_r10.0,beta1_r20.0
0.01,0.11442262739597943,0.22984220565285243,0.48333333333333334,0.9340277777777778,1.0,1.0
1.0,0.013157894736842105,0.014925373134328358,0.05172413793103448,0.24242424242424243,0.5543478260869565,0.925
10.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0070921985815602835,0.0784313725490196
100.0,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.005917159763313609
400.0,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294
