eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,34,426,546.5,755,0.0010564912062643714,1.2007271688674372
1.0,37,375,485.0,2077,0.0007484121525951697,4.659899809241056
10.0,51,71,111.0,147,0.009123434704830053,0.9510163683996132
100.0,51,17,34.0,45,0.03032104637336504,1.193092363463576
400.0,51,4,10.0,20,0.09357798165137615,1.815729880791744
