function,d,eps,n_runs,n_hits,hit_rate,tau_min,tau_med,tau_max
cec2017_f1,10,1.0,51,51,1.0,193,205,224
cec2017_f11,10,1.0,51,37,0.7254901960784313,376,486,2078
cec2017_f22,10,1.0,51,2,0.0392156862745098,162,169,176
cec2017_f3,10,1.0,51,51,1.0,101,121,141
