eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.39215686274509803,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.47058823529411764,1.0,1.0,1.0
10.0,0.0,0.0,0.0,0.37254901960784315,0.9607843137254902,1.0
100.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.8627450980392157
400.0,0.0,0.0,0.0,0.0,0.0,0.6078431372549019
