eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,51,138.0,133,142,0.13933155379431542,0.8780385060697738,0.7387069522754585
1.0,51,146.0,141,149,0.13734726225736563,0.9042007205306005,0.7668534582732349
10.0,51,150.0,145,152,0.1380956857949851,0.9207164355519797,0.7826207497569946
100.0,51,153.0,148,157,0.14013870536314932,0.9457798044470594,0.8056410990839101
400.0,51,156.0,151,159,0.14303345995139388,0.9671501884826069,0.824116728531213
