eps,n_hits,l2_rate,l3_rate,gamma
0.01,51,0.9334832055011901,1.0,0.9334832055011901
1.0,51,0.916375727348296,1.0,0.916375727348296
10.0,51,0.9069465081723626,1.0,0.9069465081723626
100.0,51,0.8922812298430445,1.0,0.8922812298430445
400.0,51,0.8802008608321378,1.0,0.8802008608321378
