eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,51,133,149.0,172,0.00674424755355726,1.6674554346552932
1.0,51,105,118.0,137,0.008478802992518703,1.3169567191065923
10.0,51,94,104.0,122,0.009472511144130757,1.138384103607802
100.0,51,75,91.0,110,0.010965383788432596,1.3477115902938006
400.0,51,68,82.0,98,0.012195121951219513,1.3333333333333335
