eps,n_hits,l2_rate,l3_rate,gamma
0.01,4,0.7810505881448451,1.0,0.7810505881448451
1.0,25,0.8188130029340848,1.0,0.8188130029340848
10.0,25,0.8174726989079563,1.0,0.8174726989079563
100.0,30,0.8775370059514727,1.0,0.8775370059514727
400.0,51,0.9120407926758605,1.0,0.9120407926758605
