eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.013721388681041287,0.8460798810625743,0.8323584923815329
1.0,0,,,,0.013721388681041287,0.8460798810625743,0.8323584923815329
10.0,0,,,,0.013721388681041287,0.8460798810625743,0.8323584923815329
100.0,8,65.0,57.0,72.0,0.013703177226406228,0.8460394090129061,0.8323362317864998
400.0,51,180.0,180.0,180.0,,,
