run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,70.0,49.0,True,True,70,0.0,0.3,1.0,0.0,0.0,True,False,False,492.0,49.0,0.0,492.0,inf,49.0,0.0,inf,516.0,516.0,516.0,-446.0,-446.0,-446.0,,,,inf
1,56.0,52.0,True,True,56,0.0,0.07142857142857142,1.0,0.0,0.0,True,False,False,429.0,52.0,0.0,429.0,inf,52.0,0.0,inf,429.0,429.0,540.0,-373.0,-373.0,-484.0,,,,540.0
2,67.0,49.0,True,True,67,0.0,0.26865671641791045,1.0,0.0,0.0,True,False,False,426.0,49.0,0.0,426.0,inf,49.0,0.0,inf,437.0,446.0,446.0,-370.0,-379.0,-379.0,,,,inf
3,67.0,60.0,True,True,67,0.0,0.1044776119402985,1.0,0.0,0.0,True,False,False,482.0,60.0,0.0,482.0,inf,60.0,0.0,inf,482.0,482.0,482.0,-415.0,-415.0,-415.0,,,,482.0
4,79.0,45.0,True,True,79,0.0,0.43037974683544306,1.0,0.0,0.0,True,False,False,459.0,45.0,0.0,459.0,inf,45.0,0.0,inf,459.0,459.0,484.0,-380.0,-380.0,-405.0,,,,inf
5,73.0,50.0,True,True,73,0.0,0.3150684931506849,1.0,0.0,0.0,True,False,False,451.0,50.0,0.0,451.0,inf,50.0,0.0,inf,481.0,481.0,481.0,-408.0,-408.0,-408.0,,,,481.0
6,80.0,50.0,True,True,80,0.0,0.375,1.0,0.0,0.0,True,False,False,401.0,50.0,0.0,401.0,inf,50.0,0.0,inf,408.0,408.0,408.0,-328.0,-328.0,-328.0,,,,inf
7,65.0,50.0,True,True,65,0.0,0.23076923076923078,1.0,0.0,0.0,True,False,False,478.0,50.0,0.0,478.0,inf,50.0,0.0,inf,478.0,478.0,478.0,-413.0,-413.0,-413.0,,,,595.0
8,65.0,44.0,True,True,65,0.0,0.3230769230769231,1.0,0.0,0.0,True,False,False,411.0,44.0,0.0,411.0,inf,44.0,0.0,inf,433.0,433.0,433.0,-368.0,-368.0,-368.0,,,,433.0
9,60.0,52.0,True,True,60,0.0,0.13333333333333333,1.0,0.0,0.0,True,False,False,442.0,52.0,0.0,442.0,inf,52.0,0.0,inf,442.0,499.0,499.0,-382.0,-439.0,-439.0,,,,inf
10,68.0,48.0,True,True,68,0.0,0.29411764705882354,1.0,0.0,0.0,True,False,False,437.0,48.0,0.0,437.0,inf,48.0,0.0,inf,437.0,446.0,446.0,-369.0,-378.0,-378.0,,,,inf
11,77.0,53.0,True,True,77,0.0,0.3116883116883117,1.0,0.0,0.0,True,False,False,487.0,53.0,0.0,487.0,inf,53.0,0.0,inf,487.0,514.0,526.0,-410.0,-437.0,-449.0,,,,inf
12,75.0,61.0,True,True,75,0.0,0.18666666666666668,1.0,0.0,0.0,True,False,False,615.0,61.0,0.0,615.0,inf,61.0,0.0,inf,643.0,651.0,676.0,-568.0,-576.0,-601.0,,,,676.0
13,80.0,61.0,True,True,80,0.0,0.2375,1.0,0.0,0.0,True,False,False,483.0,61.0,0.0,483.0,inf,61.0,0.0,inf,483.0,483.0,483.0,-403.0,-403.0,-403.0,,,,532.0
14,69.0,40.0,True,True,69,0.0,0.42028985507246375,1.0,0.0,0.0,True,False,False,inf,40.0,0.0,inf,inf,40.0,0.0,inf,inf,inf,inf,,,,,,,inf
15,74.0,58.0,True,True,74,0.0,0.21621621621621623,1.0,0.0,0.0,True,False,False,471.0,58.0,0.0,471.0,inf,58.0,0.0,inf,485.0,485.0,513.0,-411.0,-411.0,-439.0,,,,inf
16,76.0,59.0,True,True,76,0.0,0.2236842105263158,1.0,0.0,0.0,True,False,False,438.0,59.0,0.0,438.0,inf,59.0,0.0,inf,442.0,462.0,493.0,-366.0,-386.0,-417.0,,,,inf
17,68.0,55.0,True,True,68,0.0,0.19117647058823528,1.0,0.0,0.0,True,False,False,465.0,55.0,0.0,465.0,inf,55.0,0.0,inf,471.0,494.0,494.0,-403.0,-426.0,-426.0,,,,inf
18,73.0,54.0,True,True,73,0.0,0.2602739726027397,1.0,0.0,0.0,True,False,False,381.0,54.0,0.0,381.0,inf,54.0,0.0,inf,381.0,460.0,486.0,-308.0,-387.0,-413.0,,,,inf
19,62.0,46.0,True,True,62,0.0,0.25806451612903225,1.0,0.0,0.0,True,False,False,431.0,46.0,0.0,431.0,inf,46.0,0.0,inf,452.0,452.0,475.0,-390.0,-390.0,-413.0,,,,475.0
20,81.0,49.0,True,True,81,0.0,0.3950617283950617,1.0,0.0,0.0,True,False,False,396.0,49.0,0.0,396.0,inf,49.0,0.0,inf,407.0,407.0,407.0,-326.0,-326.0,-326.0,,,,407.0
21,78.0,58.0,True,True,78,0.0,0.2564102564102564,1.0,0.0,0.0,True,False,False,403.0,58.0,0.0,403.0,inf,58.0,0.0,inf,403.0,440.0,440.0,-325.0,-362.0,-362.0,,,,440.0
22,63.0,49.0,True,True,63,0.0,0.2222222222222222,1.0,0.0,0.0,True,False,False,390.0,49.0,0.0,390.0,inf,49.0,0.0,inf,390.0,399.0,399.0,-327.0,-336.0,-336.0,,,,510.0
23,72.0,39.0,True,True,72,0.0,0.4583333333333333,1.0,0.0,0.0,True,False,False,463.0,39.0,0.0,463.0,inf,39.0,0.0,inf,463.0,473.0,473.0,-391.0,-401.0,-401.0,,,,inf
24,66.0,48.0,True,True,66,0.0,0.2727272727272727,1.0,0.0,0.0,True,False,False,481.0,48.0,0.0,481.0,inf,48.0,0.0,inf,481.0,513.0,532.0,-415.0,-447.0,-466.0,,,,inf
25,72.0,31.0,True,True,72,0.0,0.5694444444444444,1.0,0.0,0.0,True,False,False,423.0,31.0,0.0,423.0,inf,31.0,0.0,inf,432.0,432.0,432.0,-360.0,-360.0,-360.0,,,,432.0
26,77.0,40.0,True,True,77,0.0,0.4805194805194805,1.0,0.0,0.0,True,False,False,470.0,40.0,0.0,470.0,inf,40.0,0.0,inf,476.0,476.0,476.0,-399.0,-399.0,-399.0,,,,534.0
27,75.0,56.0,True,True,75,0.0,0.25333333333333335,1.0,0.0,0.0,True,False,False,443.0,56.0,0.0,443.0,inf,56.0,0.0,inf,443.0,443.0,471.0,-368.0,-368.0,-396.0,,,,471.0
28,71.0,46.0,True,True,71,0.0,0.352112676056338,1.0,0.0,0.0,True,False,False,450.0,46.0,0.0,450.0,inf,46.0,0.0,inf,461.0,472.0,472.0,-390.0,-401.0,-401.0,,,,472.0
29,67.0,53.0,True,True,67,0.0,0.208955223880597,1.0,0.0,0.0,True,False,False,469.0,53.0,0.0,469.0,inf,53.0,0.0,inf,532.0,532.0,532.0,-465.0,-465.0,-465.0,,,,532.0
30,71.0,50.0,True,True,71,0.0,0.29577464788732394,1.0,0.0,0.0,True,False,False,427.0,50.0,0.0,427.0,inf,50.0,0.0,inf,463.0,463.0,463.0,-392.0,-392.0,-392.0,,,,463.0
31,68.0,48.0,True,True,68,0.0,0.29411764705882354,1.0,0.0,0.0,True,False,False,418.0,48.0,0.0,418.0,inf,48.0,0.0,inf,423.0,441.0,441.0,-355.0,-373.0,-373.0,,,,441.0
32,70.0,50.0,True,True,70,0.0,0.2857142857142857,1.0,0.0,0.0,True,False,False,513.0,50.0,0.0,513.0,inf,50.0,0.0,inf,513.0,556.0,556.0,-443.0,-486.0,-486.0,,,,647.0
33,61.0,46.0,True,True,61,0.0,0.2459016393442623,1.0,0.0,0.0,True,False,False,454.0,46.0,0.0,454.0,inf,46.0,0.0,inf,527.0,527.0,546.0,-466.0,-466.0,-485.0,,,,616.0
34,69.0,45.0,True,True,69,0.0,0.34782608695652173,1.0,0.0,0.0,True,False,False,435.0,45.0,0.0,435.0,inf,45.0,0.0,inf,457.0,457.0,470.0,-388.0,-388.0,-401.0,,,,470.0
35,61.0,48.0,True,True,61,0.0,0.21311475409836064,1.0,0.0,0.0,True,False,False,419.0,48.0,0.0,419.0,inf,48.0,0.0,inf,423.0,468.0,468.0,-362.0,-407.0,-407.0,,,,inf
36,49.0,49.0,True,True,49,0.0,0.0,1.0,0.0,0.0,False,False,False,419.0,49.0,0.0,419.0,inf,inf,0.0,inf,426.0,426.0,426.0,-377.0,-377.0,-377.0,,,,inf
37,73.0,51.0,True,True,73,0.0,0.3013698630136986,1.0,0.0,0.0,True,False,False,481.0,51.0,0.0,481.0,inf,51.0,0.0,inf,481.0,496.0,517.0,-408.0,-423.0,-444.0,,,,inf
38,75.0,44.0,True,True,75,0.0,0.41333333333333333,1.0,0.0,0.0,True,False,False,423.0,44.0,0.0,423.0,inf,44.0,0.0,inf,432.0,432.0,470.0,-357.0,-357.0,-395.0,,,,508.0
39,64.0,56.0,True,True,64,0.0,0.125,1.0,0.0,0.0,True,False,False,463.0,56.0,0.0,463.0,inf,56.0,0.0,inf,477.0,477.0,477.0,-413.0,-413.0,-413.0,,,,528.0
40,51.0,50.0,True,True,51,0.0,0.0196078431372549,1.0,0.0,0.0,True,False,False,396.0,50.0,0.0,396.0,inf,50.0,0.0,inf,418.0,430.0,430.0,-367.0,-379.0,-379.0,,,,430.0
41,74.0,57.0,True,True,74,0.0,0.22972972972972974,1.0,0.0,0.0,True,False,False,450.0,57.0,0.0,450.0,inf,57.0,0.0,inf,467.0,467.0,479.0,-393.0,-393.0,-405.0,,,,479.0
42,76.0,58.0,True,True,76,0.0,0.23684210526315788,1.0,0.0,0.0,True,False,False,487.0,58.0,0.0,487.0,inf,58.0,0.0,inf,487.0,487.0,487.0,-411.0,-411.0,-411.0,,,,487.0
43,68.0,49.0,True,True,68,0.0,0.27941176470588236,1.0,0.0,0.0,True,False,False,573.0,49.0,0.0,573.0,inf,49.0,0.0,inf,573.0,573.0,699.0,-505.0,-505.0,-631.0,,,,inf
44,71.0,47.0,True,True,71,0.0,0.3380281690140845,1.0,0.0,0.0,True,False,False,403.0,47.0,0.0,403.0,inf,47.0,0.0,inf,408.0,437.0,437.0,-337.0,-366.0,-366.0,,,,437.0
45,82.0,42.0,True,True,82,0.0,0.4878048780487805,1.0,0.0,0.0,True,False,False,492.0,42.0,0.0,492.0,inf,42.0,0.0,inf,492.0,492.0,492.0,-410.0,-410.0,-410.0,,,,inf
46,66.0,49.0,True,True,66,0.0,0.25757575757575757,1.0,0.0,0.0,True,False,False,451.0,49.0,0.0,451.0,inf,49.0,0.0,inf,451.0,451.0,451.0,-385.0,-385.0,-385.0,,,,451.0
47,72.0,52.0,True,True,72,0.0,0.2777777777777778,1.0,0.0,0.0,True,False,False,831.0,52.0,0.0,831.0,inf,52.0,0.0,inf,831.0,831.0,831.0,-759.0,-759.0,-759.0,,,,948.0
48,61.0,55.0,True,True,61,0.0,0.09836065573770492,1.0,0.0,0.0,True,False,False,432.0,55.0,0.0,432.0,inf,55.0,0.0,inf,432.0,432.0,432.0,-371.0,-371.0,-371.0,,,,564.0
49,75.0,46.0,True,True,75,0.0,0.38666666666666666,1.0,0.0,0.0,True,False,False,428.0,46.0,0.0,428.0,inf,46.0,0.0,inf,428.0,449.0,449.0,-353.0,-374.0,-374.0,,,,inf
50,51.0,51.0,True,True,51,0.0,0.0,1.0,0.0,0.0,False,False,False,398.0,51.0,0.0,398.0,inf,inf,0.0,inf,398.0,398.0,495.0,-347.0,-347.0,-444.0,,,,528.0
