eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,0,,,,,
10.0,0,,,,,
100.0,0,,,,,
400.0,37,190.0,215.0,268.0,0.0031588832920686418,1.9925898226136336
