eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.11634021500696667,0.8675137952448673,0.7511735802379006
1.0,0,,,,0.11634021500696667,0.8675137952448673,0.7511735802379006
10.0,0,,,,0.11634021500696667,0.8675137952448673,0.7511735802379006
100.0,0,,,,0.11634021500696667,0.8675137952448673,0.7511735802379006
400.0,37,123.0,112.0,129.0,0.1344618753176845,0.8788330322846527,0.7443711569669682
