eps,n_hits,l2_rate,l3_rate,gamma
0.01,51,0.94543063773833,1.0,0.94543063773833
1.0,51,0.9221534421309323,1.0,0.9221534421309323
10.0,51,0.8941596531497067,1.0,0.8941596531497067
100.0,51,0.8128944995491434,1.0,0.8128944995491434
400.0,51,0.7805128205128206,1.0,0.7805128205128206
