eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,51,138.0,134,142,0.16015134982595358,0.823645831594383,0.6634944817684294
1.0,51,149.0,146,154,0.18782858108447306,0.8718287157886399,0.6840001347041668
10.0,51,157.0,153,162,0.20848121728093968,0.9187019889415539,0.7102207716606141
100.0,51,166.0,163,170,0.23525077373671538,1.0,0.7647492262632847
400.0,51,174.0,170,177,0.2520135325967995,1.0,0.7479864674032005
