run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,inf,False,False,2164,0.9343807763401109,0.0,1.0,0.0,0.0,False,False,False,141.0,inf,0.0,inf,144.0,inf,0.0,inf,144.0,144.0,144.0,,,,,,,inf
1,inf,inf,False,False,2164,0.9422365988909427,0.0,1.0,0.0,0.0,False,False,False,125.0,inf,0.0,inf,125.0,inf,0.0,inf,125.0,125.0,125.0,,,,,,,inf
2,inf,inf,False,False,2164,0.9353049907578558,0.0,1.0,0.0,0.0,False,False,False,140.0,inf,0.0,inf,140.0,inf,0.0,inf,140.0,140.0,140.0,,,,,,,inf
3,inf,inf,False,False,2164,0.9316081330868762,0.0,1.0,0.0,0.0,False,False,False,148.0,inf,0.0,inf,148.0,inf,0.0,inf,148.0,148.0,148.0,,,,,,,inf
4,inf,inf,False,False,2164,0.9459334565619224,0.0,1.0,0.0,0.0,False,False,False,116.0,inf,0.0,inf,118.0,inf,0.0,inf,118.0,118.0,118.0,,,,,,,inf
5,inf,inf,False,False,2164,0.9380776340110906,0.0,1.0,0.0,0.0,False,False,False,134.0,inf,0.0,inf,134.0,inf,0.0,inf,134.0,134.0,134.0,,,,,,,inf
6,inf,inf,False,False,2164,0.9399260628465804,0.0,1.0,0.0,0.0,False,False,False,130.0,inf,0.0,inf,130.0,inf,0.0,inf,130.0,130.0,130.0,,,,,,,inf
7,inf,inf,False,False,2164,0.9177449168207024,0.0,1.0,0.0,0.0,False,False,False,178.0,inf,0.0,inf,178.0,inf,0.0,inf,178.0,178.0,178.0,,,,,,,inf
8,inf,inf,False,False,2164,0.9279112754158965,0.0,1.0,0.0,0.0,False,False,False,156.0,inf,0.0,inf,156.0,inf,0.0,inf,156.0,156.0,156.0,,,,,,,inf
9,inf,inf,False,False,2164,0.9362292051756007,0.0,1.0,0.0,0.0,False,False,False,137.0,inf,0.0,inf,139.0,inf,0.0,inf,139.0,139.0,139.0,,,,,,,inf
10,inf,inf,False,False,2164,0.9385397412199631,0.0,1.0,0.0,0.0,False,False,False,133.0,inf,0.0,inf,133.0,inf,0.0,inf,133.0,133.0,133.0,,,,,,,inf
11,inf,inf,False,False,2164,0.9297597042513863,0.0,1.0,0.0,0.0,False,False,False,152.0,inf,0.0,inf,152.0,inf,0.0,inf,152.0,152.0,152.0,,,,,,,inf
12,inf,inf,False,False,2164,0.9306839186691312,0.0,1.0,0.0,0.0,False,False,False,150.0,inf,0.0,inf,150.0,inf,0.0,inf,150.0,150.0,150.0,,,,,,,inf
13,inf,inf,False,False,2164,0.9380776340110906,0.0,1.0,0.0,0.0,False,False,False,133.0,inf,0.0,inf,135.0,inf,0.0,inf,135.0,135.0,135.0,,,,,,,inf
14,inf,inf,False,False,2164,0.9325323475046211,0.0,1.0,0.0,0.0,False,False,False,144.0,inf,0.0,inf,147.0,inf,0.0,inf,147.0,147.0,147.0,,,,,,,inf
15,inf,inf,False,False,2164,0.9394639556377079,0.0,1.0,0.0,0.0,False,False,False,131.0,inf,0.0,inf,131.0,inf,0.0,inf,131.0,131.0,131.0,,,,,,,inf
16,inf,inf,False,False,2164,0.9366913123844732,0.0,1.0,0.0,0.0,False,False,False,137.0,inf,0.0,inf,137.0,inf,0.0,inf,137.0,137.0,137.0,,,,,,,inf
17,inf,inf,False,False,2164,0.9325323475046211,0.0,1.0,0.0,0.0,False,False,False,146.0,inf,0.0,inf,146.0,inf,0.0,inf,146.0,146.0,146.0,,,,,,,inf
18,inf,inf,False,False,2164,0.9366913123844732,0.0,1.0,0.0,0.0,False,False,False,137.0,inf,0.0,inf,137.0,inf,0.0,inf,137.0,137.0,137.0,,,,,,,inf
19,inf,inf,False,False,2164,0.9306839186691312,0.0,1.0,0.0,0.0,False,False,False,150.0,inf,0.0,inf,150.0,inf,0.0,inf,150.0,150.0,150.0,,,,,,,inf
20,inf,inf,False,False,2164,0.933456561922366,0.0,1.0,0.0,0.0,False,False,False,144.0,inf,0.0,inf,144.0,inf,0.0,inf,144.0,144.0,144.0,,,,,,,inf
