eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.5098039215686274,0.9607843137254902,1.0,1.0,1.0,1.0
1.0,0.0,0.0196078431372549,0.6078431372549019,1.0,1.0,1.0
10.0,0.0,0.0,0.0,0.0,0.0784313725490196,1.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0,0.0
