eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,51,129.0,127,132,0.1693756839101395,0.8607089568289753,0.6913332729188358
1.0,51,141.0,138,144,0.1699372210840263,0.8724688635818908,0.7025316424978645
10.0,51,165.0,163,167,0.18484292469853153,0.9727530631544928,0.7879101384559613
100.0,51,176.0,174,179,0.22016051060115643,1.0,0.7798394893988436
400.0,51,178.0,178,180,0.21365479899063256,1.0,0.7863452010093674
