run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,340.0,143.0,True,True,340,0.0,0.5794117647058824,0.6588235294117647,0.0,0.0,True,False,False,692.0,143.0,0.0,692.0,inf,143.0,inf,inf,715.0,715.0,715.0,-375.0,-375.0,-375.0,,,,1302.0
1,358.0,160.0,True,True,358,0.0,0.553072625698324,0.6843575418994413,0.0,0.0,True,False,False,773.0,160.0,0.0,773.0,inf,160.0,inf,inf,773.0,773.0,773.0,-415.0,-415.0,-415.0,,,,inf
2,401.0,151.0,True,True,401,0.0,0.6234413965087282,0.71571072319202,0.0,0.0,True,False,False,677.0,151.0,0.0,710.0,inf,151.0,inf,inf,710.0,710.0,710.0,-309.0,-309.0,-309.0,,,,inf
3,407.0,129.0,True,True,407,0.0,0.683046683046683,0.6314496314496314,0.0,0.0,True,False,False,796.0,129.0,0.0,835.0,inf,129.0,inf,inf,799.0,799.0,835.0,-392.0,-392.0,-428.0,,,,inf
4,350.0,116.0,True,True,350,0.0,0.6685714285714286,0.5771428571428572,0.0,0.0,True,False,False,717.0,116.0,0.0,730.0,inf,116.0,343.0,inf,717.0,717.0,878.0,-367.0,-367.0,-528.0,,,,inf
5,300.0,141.0,True,True,300,0.0,0.53,0.71,0.0,0.0,True,False,False,663.0,141.0,0.0,663.0,inf,141.0,inf,inf,663.0,663.0,663.0,-363.0,-363.0,-363.0,,,,inf
6,324.0,127.0,True,True,324,0.0,0.6080246913580247,0.5493827160493827,0.0,0.0,True,False,False,714.0,127.0,0.0,714.0,inf,127.0,inf,inf,714.0,714.0,853.0,-390.0,-390.0,-529.0,,,,inf
7,364.0,143.0,True,True,364,0.0,0.6071428571428571,0.5631868131868132,0.0,0.0,True,False,False,667.0,143.0,0.0,671.0,inf,143.0,inf,inf,667.0,667.0,667.0,-303.0,-303.0,-303.0,,,,1242.0
8,357.0,94.0,True,True,357,0.0,0.7366946778711485,0.7226890756302521,0.0,0.0,True,False,False,703.0,94.0,0.0,760.0,inf,94.0,inf,inf,748.0,748.0,1176.0,-391.0,-391.0,-819.0,,,,inf
9,360.0,96.0,True,True,360,0.0,0.7333333333333333,0.7027777777777777,0.0,0.0,True,False,False,778.0,96.0,0.0,795.0,inf,96.0,inf,inf,778.0,778.0,778.0,-418.0,-418.0,-418.0,,,,1542.0
10,362.0,156.0,True,True,362,0.0,0.569060773480663,0.6795580110497238,0.0,0.0,True,False,False,675.0,156.0,0.0,683.0,inf,156.0,inf,inf,675.0,675.0,706.0,-313.0,-313.0,-344.0,,,,1590.0
