eps,n_hits,l2_rate,l3_rate,gamma
0.01,0,0.4295059983327897,0.12255808053350731,0.0844568881156899
1.0,0,0.4295059983327897,0.12255808053350731,0.0844568881156899
10.0,0,0.4295059983327897,0.12255808053350731,0.0844568881156899
100.0,51,0.9853372434017595,1.0,0.9853372434017595
400.0,51,1.0,1.0,1.0
