eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.005223659634771363,0.8286903396431485,0.8234666800083772
1.0,0,,,,0.005223659634771363,0.8286903396431485,0.8234666800083772
10.0,0,,,,0.005223659634771363,0.8286903396431485,0.8234666800083772
100.0,51,173.0,171.0,178.0,0.21024748508019478,0.9494459826220774,0.7391984975418826
400.0,51,180.0,179.0,180.0,0.21659226561839567,1.0,0.7834077343816044
