function,eps,f_star,n_hits,hit_rate,tau_first,tau_median,tau_max,p_hat,clustering,l2_rate,l3_rate,gamma,F_minus,F_plus,Delta_F,F_mean,n_success_F,g2g3_r0.5,beta1_r0.5,g2g3_r1.0,beta1_r1.0,g2g3_r2.0,beta1_r2.0,g2g3_r5.0,beta1_r5.0,g2g3_r10.0,beta1_r10.0,g2g3_r20.0,beta1_r20.0,N_tau_median,N_tau_min,N_tau_max
cec2017_f7,0.01,700.0,0,0.0,,,,,,0.4295059983327897,0.12255808053350731,0.0844568881156899,0.005223659634771363,0.8286903396431485,0.8234666800083772,0.3338983492942307,296457,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,
cec2017_f7,1.0,700.0,0,0.0,,,,,,0.4295059983327897,0.12255808053350731,0.0844568881156899,0.005223659634771363,0.8286903396431485,0.8234666800083772,0.3338983492942307,296457,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,
cec2017_f7,10.0,700.0,0,0.0,,,,,,0.4295059983327897,0.12255808053350731,0.0844568881156899,0.005223659634771363,0.8286903396431485,0.8234666800083772,0.3338983492942307,296457,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,
cec2017_f7,100.0,700.0,51,1.0,6.0,21.0,28.0,0.04985337243401759,1.769811121266526,0.9853372434017595,1.0,0.9853372434017595,0.21024748508019478,0.9494459826220774,0.7391984975418826,0.5550169881536037,68149,0.0,0.005780346820809248,0.0,0.005780346820809248,0.0,0.005780346820809248,0.0,0.005780346820809248,0.0,0.005780346820809248,0.0,0.005780346820809248,173.0,171.0,178.0
cec2017_f7,400.0,700.0,51,1.0,0.0,0.0,1.0,2.6842105263157894,6.999999999999999,1.0,1.0,1.0,0.21659226561839567,1.0,0.7834077343816044,0.5217984214470586,2433,0.0,0.005555555555555556,0.0,0.005555555555555556,0.0,0.005555555555555556,0.0,0.005555555555555556,0.0,0.005555555555555556,0.0,0.005555555555555556,180.0,179.0,180.0
