eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,0,,,,,
10.0,0,,,,,
100.0,51,6.0,21.0,28.0,0.04985337243401759,1.769811121266526
400.0,51,0.0,0.0,1.0,2.6842105263157894,6.999999999999999
