run,tau,hit,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,Twit
27,inf,False,2164,0.9316081330868762,0.9972273567467652,1.0,0.9316081330868762,1.0582088826347236e-05,189.0
28,inf,False,2164,0.9431608133086876,0.9972273567467652,1.0,0.9431608133086876,1.0748186133016772e-05,128.0
29,inf,False,2164,0.9468576709796673,0.9976894639556377,1.0,0.9468576709796673,1.0678084362329712e-05,115.0
30,inf,False,2164,0.9440850277264325,0.9990757855822551,1.0,0.9440850277264325,1.0730214640578894e-05,181.0
31,inf,False,2164,0.9417744916820703,0.9958410351201479,1.0,0.9417744916820703,1.0698838430605029e-05,147.0
32,inf,False,2164,0.9533271719038817,0.9981515711645101,1.0,0.9533271719038817,1.0765137298803518e-05,101.0
33,inf,False,2164,0.9473197781885397,0.9972273567467652,1.0,0.9473197781885397,1.0697435296335714e-05,120.0
34,inf,False,2164,0.9510166358595195,0.9976894639556377,1.0,0.9510166358595195,1.0719518870377689e-05,106.0
35,inf,False,2164,0.9482439926062847,0.9958410351201479,1.0,0.9482439926062847,1.0727534458450574e-05,112.0
36,inf,False,2164,0.944547134935305,0.9958410351201479,1.0,0.944547134935305,1.0695720636617965e-05,120.0
37,inf,False,2164,0.9431608133086876,0.9972273567467652,1.0,0.9431608133086876,1.0769064588724927e-05,123.0
38,inf,False,2164,0.9560998151571165,0.9967652495378928,1.0,0.9560998151571165,1.0739908354536388e-05,131.0
39,inf,False,2164,0.9325323475046211,0.9995378927911276,1.0,0.9325323475046211,1.0700014533966593e-05,185.0
40,inf,False,2164,0.9454713493530499,0.9972273567467652,1.0,0.9454713493530499,1.0750974276087006e-05,118.0
41,inf,False,2164,0.9459334565619224,0.9976894639556377,1.0,0.9459334565619224,1.0777214191465505e-05,146.0
42,inf,False,2164,0.9542513863216266,0.9958410351201479,1.0,0.9542513863216266,1.0753720894129587e-05,100.0
43,inf,False,2164,0.9371534195933456,0.9963031423290203,1.0,0.9371534195933456,1.0607190579249493e-05,151.0
44,inf,False,2164,0.9426987060998152,0.9990757855822551,1.0,0.9426987060998152,1.0791932477139961e-05,132.0
45,144.0,True,144,0.0,0.9930555555555556,1.0,0.0,0.0,175.0
46,inf,False,2164,0.9440850277264325,0.9963031423290203,1.0,0.9440850277264325,1.0752994735179106e-05,121.0
47,inf,False,2164,0.9477818853974121,0.9958410351201479,1.0,0.9477818853974121,1.0713298024805928e-05,113.0
48,inf,False,2164,0.9417744916820703,0.9953789279112755,1.0,0.9417744916820703,1.0712990534115752e-05,128.0
49,inf,False,2164,0.9482439926062847,0.9976894639556377,1.0,0.9482439926062847,1.0761923260030569e-05,123.0
50,inf,False,2164,0.9325323475046211,0.9967652495378928,1.0,0.9325323475046211,1.0634676891027345e-05,157.0
