run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,1342,1,49,1,8.621583638924676,11.614504122814674,0.20833333333333334,0.6041666666666666,69.87629685992465,80.47062771597733,0.8683453682821317,0.02040816326530612,1538.0,5.0,34.0,5.0,4.720192489732767,5.74148965521556,0.5862068965517241,1.0,66.23912997435855,75.11535202080557,0.8818321181003256,0.029411764705882353,1493,4,37,4,5.1340418429487045,6.922551391894126,0.48484848484848486,1.0,69.39559892761687,76.94788534772148,0.9018519302255492,0.02702702702702703,1617,8,30,8,3.144713229550973,4.801215835610333,0.8636363636363636,1.0,65.5512986140073,72.74277419104071,0.9011382827090592,0.03333333333333333
1,1412,1,43,1,12.760172723636572,15.037283145323887,0.047619047619047616,0.2857142857142857,69.29895189291032,80.63183398811907,0.8594490347710729,0.023255813953488372,2116.0,5.0,12.0,5.0,2.1319538371795943,2.48444466390672,1.0,1.0,66.15674558738857,68.8334488814954,0.9611133346127247,0.08333333333333333,1829,2,20,2,3.567988037029181,5.2037644011266835,0.7777777777777778,1.0,67.30879818477148,75.15675572311822,0.8955788144014748,0.05,2001,4,15,4,2.4461080102663573,3.338299682938441,1.0,1.0,65.94661472839738,68.38780269427828,0.9643037519893128,0.06666666666666667
2,1339,1,49,1,8.66694388156725,11.713845975724007,0.25,0.5833333333333334,61.01550888829077,67.38671866415294,0.905453034334325,0.02040816326530612,1434.0,5.0,41.0,5.0,6.040319044329806,8.025379572199313,0.4444444444444444,0.9722222222222222,62.35857317475529,70.43500568053557,0.8853349633786973,0.024390243902439025,1434,5,41,5,6.040319044329806,8.025379572199313,0.4444444444444444,0.9722222222222222,62.35857317475529,70.43500568053557,0.8853349633786973,0.024390243902439025,1554,9,33,9,2.744779512278569,4.813456978369232,0.7916666666666666,1.0,59.01594308930621,64.27954276614099,0.9181139216253517,0.030303030303030304
3,1411,1,43,1,7.518061964799415,9.201856822270633,0.2857142857142857,0.8571428571428571,63.34899796146473,68.84651671824975,0.9201481931281538,0.023255813953488372,1542.0,5.0,34.0,5.0,5.0786205128548545,6.10232007875236,0.4482758620689655,1.0,58.88159610283046,66.15204299118435,0.8900949001783245,0.029411764705882353,1466,4,39,4,5.844456724693714,8.009468726963611,0.2857142857142857,1.0,60.13788358423241,67.16254091140885,0.895408106485394,0.02564102564102564,1644,7,28,7,3.781116708373588,4.710744017827437,0.8571428571428571,1.0,56.975988614351195,64.8049102817405,0.8791924619083195,0.03571428571428571
4,1441,1,41,1,6.615582036212118,8.636700381982019,0.3,0.9,71.06068950994218,75.52818855560642,0.9408499113893734,0.024390243902439025,1754.0,5.0,23.0,5.0,2.9305448000680485,4.0877412775132145,1.0,1.0,66.2752565650039,74.04253137527564,0.8950971196418954,0.043478260869565216,1658,3,28,3,3.8702953414679087,4.930331534237666,0.84,1.0,69.8804708807723,74.14269602972206,0.942513216038959,0.03571428571428571,1761,6,23,6,3.4104435568496,4.103604413816447,1.0,1.0,66.21504957094243,74.00784161154408,0.8947031575180258,0.043478260869565216
5,1500,1,37,1,5.923463247536745,8.475418732273397,0.4444444444444444,0.9722222222222222,64.23184330033683,72.67626148880731,0.8838077521396587,0.02702702702702703,1743.0,5.0,24.0,5.0,2.7589674934838513,4.230159201168908,1.0,1.0,62.545103021760795,72.80978682389276,0.8590205486116932,0.041666666666666664,1676,3,27,3,2.930470276137669,5.050457957390745,0.75,1.0,62.80199246941847,70.34558556053425,0.8927638027175947,0.037037037037037035,1829,5,20,5,1.3623713234934485,2.614389582263062,1.0,1.0,61.77642913709403,70.35498189955317,0.8780675862484498,0.05
6,1266,1,56,1,11.556147540323195,15.2376421676061,0.10909090909090909,0.41818181818181815,62.11863085101954,70.38232806212832,0.8825884644819619,0.017857142857142856,1544.0,5.0,34.0,5.0,3.7721190474876494,5.149023477002629,0.7241379310344828,1.0,59.27759377575201,65.48647847813358,0.9051882946423091,0.029411764705882353,1503,4,37,4,4.208509749073187,6.068535022608331,0.6060606060606061,1.0,59.00634438052358,65.33337735049209,0.9031577238686735,0.02702702702702703,1620,8,30,8,2.540950378861055,3.724932826051827,1.0,1.0,58.534976010520694,63.818090030658006,0.9172160430122662,0.03333333333333333
7,1468,1,39,1,8.183398087994249,10.306102833310797,0.34210526315789475,0.7631578947368421,70.00848917629327,77.30058882447989,0.9056656649182299,0.02564102564102564,1629.0,5.0,29.0,5.0,3.9062804083386027,6.871635923909753,0.6666666666666666,1.0,69.60378886597957,74.92330250782311,0.9290005450402016,0.034482758620689655,1607,3,30,3,3.862571203969196,6.91549285423041,0.6666666666666666,1.0,69.62763801966815,76.8038009359065,0.9065650029192316,0.03333333333333333,1756,6,23,6,3.0035613226067426,3.5600609753257912,1.0,1.0,64.8140429919875,72.00707540716733,0.9001065884913879,0.043478260869565216
8,1304,1,52,1,11.456864462194517,14.907916613151542,0.0196078431372549,0.3137254901960784,72.11185027545935,78.82506066011193,0.9148340600256628,0.019230769230769232,1656.0,5.0,28.0,5.0,3.9681574077171717,6.769379894877716,0.6521739130434783,1.0,62.550449095714185,73.06069434853023,0.8561436440409701,0.03571428571428571,1546,4,34,4,5.857343929448973,8.395959261749727,0.4666666666666667,1.0,64.07135148897018,72.17582647350065,0.8877120584479067,0.029411764705882353,1729,6,24,6,3.1668584166773712,4.324735381817504,0.8888888888888888,1.0,67.0651940629211,71.73694834162887,0.934876595858807,0.041666666666666664
9,1321,1,51,1,9.735975751478406,12.772487041437467,0.18,0.52,62.2350874220227,71.09010237374643,0.8754395526796444,0.0196078431372549,1511.0,5.0,36.0,5.0,3.2746556007908794,6.112828009422742,0.6451612903225806,1.0,58.703567606364,67.31102011576493,0.8721241708326898,0.027777777777777776,1495,4,37,4,3.7097067244702657,6.423942418898605,0.5757575757575758,1.0,58.57995499559538,67.69992883220304,0.8652882802992027,0.02702702702702703,1571,8,32,8,2.4047435124949175,4.78396653663151,0.9166666666666666,1.0,60.87937320809232,68.58880088742855,0.8875993226359309,0.03125
10,1243,1,58,1,13.533202541792889,18.065352466052058,0.08771929824561403,0.24561403508771928,64.74574440832512,72.06923688347035,0.8983825444553176,0.017241379310344827,1609.0,5.0,30.0,6.0,3.7721761571162347,4.572731836146886,0.8333333333333334,1.0,60.529030767415406,67.51931049369323,0.896469918380894,0.03333333333333333,1604,4,31,4,3.4823680961654873,4.5892091971556965,0.8148148148148148,1.0,60.33692244887006,67.23353409266602,0.897423038415762,0.03225806451612903,1647,7,28,7,3.43703635167617,4.0890975227754325,0.9047619047619048,1.0,60.174180861253646,67.06206798678467,0.8972908630421543,0.03571428571428571
11,1354,1,48,1,11.457015648714105,14.44936521647744,0.1702127659574468,0.425531914893617,69.03727030285964,77.09981293912476,0.8954272088489889,0.020833333333333332,1638.0,5.0,29.0,5.0,3.969015037225347,6.323087341593328,0.5833333333333334,1.0,63.303156566453524,74.60876485879925,0.8484680946837527,0.034482758620689655,1480,4,38,4,7.774000566846837,10.583120495161324,0.29411764705882354,0.7352941176470589,66.1892317336002,75.86553751851093,0.8724545280846425,0.02631578947368421,1707,7,25,7,3.48625596781676,5.324452231377791,0.7222222222222222,1.0,65.4660972223103,71.76557756026206,0.9122214221342809,0.04
12,1442,1,41,1,6.333912495449226,10.912752123320981,0.275,0.725,66.27973007770852,73.53645344157154,0.9013180127101336,0.024390243902439025,1738.0,5.0,24.0,5.0,1.8146637725967594,2.4627691002230905,1.0,1.0,61.24523322875983,70.46923276389279,0.8691060030972952,0.041666666666666664,1607,3,30,3,3.3403037962352755,4.805889530099785,0.8518518518518519,1.0,61.73811829654893,69.82565214162413,0.884175319570641,0.03333333333333333,1773,6,23,6,1.6870433235791324,2.3723081872783722,1.0,1.0,61.84572342993374,70.53217687403738,0.8768441039383107,0.043478260869565216
13,1376,1,46,1,8.39407889251197,10.476360617001683,0.2,0.6666666666666666,66.30874098240966,70.31199216425507,0.9430644608604822,0.021739130434782608,1631.0,5.0,29.0,5.0,3.0647169718344003,5.000832535727591,0.7916666666666666,1.0,64.82444355145337,68.84737968544201,0.9415673312133432,0.034482758620689655,1607,3,30,3,3.26066766824124,5.252371972739593,0.7777777777777778,1.0,64.84349665948123,68.8906874815186,0.9412519896375964,0.03333333333333333,1753,6,23,6,1.919866118431969,2.731075381230221,1.0,1.0,64.95127425230619,68.67467932393386,0.9457819809530582,0.043478260869565216
14,1192,1,64,1,17.313843406474916,22.228008450126982,0.0,0.07936507936507936,65.55096603203886,74.65800761441729,0.8780165467391905,0.015625,1527.0,5.0,35.0,5.0,5.579851440867685,6.856112434303054,0.4,1.0,60.76945991949182,67.80474393609205,0.896242008918562,0.02857142857142857,1448,4,40,4,8.007758025423186,9.454087097565093,0.25,0.8888888888888888,61.85522145541286,68.60239060952864,0.901648191933728,0.025,1602,8,31,8,4.767745297911347,5.719720467505067,0.5217391304347826,1.0,60.51973755844552,66.50922908123977,0.909944956428856,0.03225806451612903
15,1398,1,44,1,9.52816857186906,12.466663262957605,0.18604651162790697,0.5348837209302325,61.78758385712377,69.72633391457467,0.8861441637362282,0.022727272727272728,1587.0,5.0,32.0,5.0,6.326378925184372,7.58306947200947,0.4444444444444444,1.0,59.013094859482884,69.34769808176934,0.8509740985187323,0.03125,1553,4,34,4,6.642289643073866,8.746721892344954,0.43333333333333335,1.0,64.14821600490689,68.00427994964689,0.9432967462107504,0.029411764705882353,1729,6,24,6,3.5652755466867916,5.7861775723852364,0.6666666666666666,1.0,60.72014030549179,68.90687022847678,0.8811913834449311,0.041666666666666664
16,1335,1,50,1,12.467754703824198,14.021126587215624,0.12244897959183673,0.32653061224489793,63.3758643019446,68.70665204596553,0.9224123489461462,0.04,1579.0,5.0,32.0,5.0,5.460299007941899,8.446654459505977,0.4444444444444444,1.0,61.567095345506516,66.29696158118622,0.9286563648940745,0.0625,1564,4,33,4,5.571549846131802,8.794983624308,0.4482758620689655,0.9310344827586207,61.54207623266793,66.3101912076269,0.9280937833518033,0.06060606060606061,1679,7,27,7,4.21902799022007,6.488828739426208,0.55,1.0,60.57735715206706,64.88579766519744,0.9335996370829655,0.07407407407407407
17,1392,1,45,1,7.269809220505465,9.441698513559754,0.3181818181818182,0.8181818181818182,60.34200329004159,68.29209140406236,0.8835869871522508,0.022222222222222223,1533.0,5.0,35.0,5.0,3.989708813781192,5.436313716347743,0.7333333333333333,1.0,59.63545476197634,66.35848028377765,0.8986862644676199,0.02857142857142857,1463,4,39,4,5.101556301984942,7.24977873424707,0.4857142857142857,1.0,59.51249392995521,66.12796472979319,0.8999595583068436,0.02564102564102564,1571,8,32,8,3.2568421459841375,4.569781439551003,0.875,1.0,59.17406049565595,66.27010625374325,0.8929223724054844,0.03125
18,1220,1,61,1,16.395771360029414,20.0314016855496,0.05,0.13333333333333333,65.73538282096338,73.01154777927634,0.900342272152485,0.01639344262295082,1481.0,5.0,38.0,5.0,5.611378962958042,7.7068299771781765,0.45454545454545453,1.0,64.38991779932604,70.67166981804556,0.9111135758516419,0.02631578947368421,1448,4,40,4,6.093971293945117,8.903672135640818,0.3055555555555556,0.9166666666666666,62.5054563197209,68.54500295772655,0.9118893226727206,0.025,1591,8,31,8,3.1676933499549023,5.508603290078577,0.7391304347826086,1.0,63.207093383333834,69.70055193525583,0.9068377742840013,0.03225806451612903
19,1339,1,49,1,8.656698756073979,12.200229228336822,0.20833333333333334,0.6041666666666666,66.27543207909275,75.88595705616694,0.8733556859543727,0.02040816326530612,1501.0,5.0,37.0,5.0,4.995269309025957,6.596974860857972,0.5,1.0,64.20458250761592,71.57999927299981,0.8969626035164557,0.02702702702702703,1494,4,37,4,4.822302136422763,7.060359357564676,0.5151515151515151,1.0,64.20458250761592,71.58926820376733,0.8968464704076582,0.02702702702702703,1649,7,28,7,2.0014760894806614,3.693595574509004,1.0,1.0,61.810178345371085,68.65326545049118,0.9003239385597043,0.03571428571428571
20,1439,1,41,1,6.529836558946442,8.58961497030855,0.3,0.85,72.59134727464658,80.78559991862446,0.8985679050198059,0.024390243902439025,1651.0,5.0,28.0,5.0,3.3820361198513638,4.106461289956883,0.9565217391304348,1.0,62.03024921837217,67.98094048004587,0.9124652995434746,0.03571428571428571,1607,3,30,3,3.482049056022447,4.6690334494416454,0.8888888888888888,1.0,67.22826067569696,70.89846572619071,0.9482329411095008,0.03333333333333333,1729,6,24,6,2.286703829146518,3.4170700342400777,1.0,1.0,61.19600759150532,65.95865331358368,0.9277934663184287,0.041666666666666664
21,1355,1,48,1,10.304362127350487,13.761747735356131,0.10638297872340426,0.46808510638297873,70.70552093317943,76.31770134246466,0.9264629265483065,0.020833333333333332,1903.0,5.0,18.0,5.0,0.6884912231969338,1.927959055798238,1.0,1.0,59.82322855238517,65.0814507072269,0.9192055171219801,0.05555555555555555,1607,3,30,3,4.229390639297549,6.106697582676475,0.6666666666666666,1.0,65.22523359362327,72.12441454782815,0.9043433350903695,0.03333333333333333,1903,5,18,5,0.6884912231969338,1.927959055798238,1.0,1.0,59.82322855238517,65.0814507072269,0.9192055171219801,0.05555555555555555
22,1294,1,53,1,15.345259887808425,18.526750264089653,0.038461538461538464,0.15384615384615385,71.66681099259141,80.68099414740269,0.8882737719078854,0.018867924528301886,1841.0,5.0,20.0,5.0,2.4895061810024117,3.7985951141474517,1.0,1.0,66.53118394393408,70.10127473742007,0.9490723841063011,0.05,1607,3,30,3,5.321657326354853,7.720061701701775,0.4074074074074074,1.0,67.93320219951848,71.44646927211802,0.950826582357505,0.03333333333333333,1841,5,20,5,2.4895061810024117,3.7985951141474517,1.0,1.0,66.53118394393408,70.10127473742007,0.9490723841063011,0.05
23,1555,1,33,1,5.703693826688323,7.652065403464758,0.375,1.0,69.0179250872235,76.71270573370813,0.8996935309100499,0.030303030303030304,2034.0,5.0,14.0,5.0,1.4853194665832916,1.8570596170975477,1.0,1.0,61.23844639342319,67.96595683238188,0.901016468354148,0.07142857142857142,1620,3,30,3,4.496471654927063,6.374599464671815,0.5925925925925926,1.0,63.78424770069455,70.85659967099026,0.9001878159107988,0.03333333333333333,1950,4,16,4,1.746522570333184,2.374691537790227,1.0,1.0,61.301045694323925,68.41923672464651,0.8959621391426833,0.0625
24,1347,1,48,1,10.640766954081869,13.386971274433746,0.1276595744680851,0.425531914893617,70.75808995414108,80.64995919667031,0.8773481184484268,0.020833333333333332,1627.0,5.0,29.0,5.0,3.6449049072113553,6.010374781918541,0.7083333333333334,1.0,68.5119146335244,74.25131707545793,0.9227030217376364,0.034482758620689655,1546,4,34,4,4.897194479262737,7.859170967439877,0.5333333333333333,1.0,67.52576171247335,74.1994518374834,0.910057420105647,0.029411764705882353,1829,5,20,5,1.8782321339064083,2.926817724128023,1.0,1.0,67.69798025329192,72.95814086286524,0.9279016632364507,0.05
25,1361,1,47,1,7.202908722111204,11.14500682432913,0.2826086956521739,0.7391304347826086,70.38757790442672,76.17007687341142,0.9240843753040351,0.02127659574468085,1523.0,5.0,35.0,5.0,3.3639837443519127,5.282344309667519,0.7666666666666667,1.0,64.9508554811214,71.11693020920397,0.9132966691624077,0.02857142857142857,1460,4,40,4,4.6499825251241305,6.7839577386109795,0.5833333333333334,0.9722222222222222,65.97157693048908,71.61405291377477,0.9212099336134574,0.025,1591,8,31,8,2.1954777897884696,3.9988166523320396,1.0,1.0,63.62721022438141,69.66138096753293,0.913378536868744,0.03225806451612903
26,1325,1,50,1,10.654500980654461,14.79876151963872,0.12244897959183673,0.4489795918367347,70.8377936092983,80.0313193664389,0.885125900336014,0.02,1699.0,5.0,26.0,5.0,2.92746490372474,3.8179184072358794,0.8571428571428571,1.0,72.95877497945446,78.79706750751252,0.9259072359830974,0.038461538461538464,1640,3,29,3,3.2998990919647326,5.480952212036868,0.7307692307692307,1.0,67.80632157939593,71.64291349937844,0.9464484101415586,0.034482758620689655,1729,6,24,6,1.5054805980001902,3.3680394608971485,0.9444444444444444,1.0,72.37066687824512,78.90538836641083,0.9171828233349464,0.041666666666666664
27,1829,1,20,1,5.0320664235405275,6.34537929458661,0.47368421052631576,1.0,78.22796705074349,86.81047868798518,0.9011350730124527,0.05,inf,,,,,,,,,,,,1893,2,18,2,3.997123652376956,5.625496292984053,0.5625,1.0,78.26821363893606,87.82935716768247,0.891139547902048,0.05555555555555555,2105,3,12,3,2.7857048305396575,3.51325387317313,1.0,1.0,75.70559076941717,79.01716873233661,0.9580903996429294,0.08333333333333333
28,1378,1,46,1,9.519688428760787,11.19642611673369,0.06666666666666667,0.6222222222222222,70.41167884554287,75.34282784569702,0.9345505187268363,0.021739130434782608,1852.0,5.0,20.0,6.0,2.940841446722743,3.8495554844035724,1.0,1.0,65.13564726511972,72.98720109682905,0.8924256073158222,0.05,1625,3,29,3,4.6398726265178425,5.63846670471878,0.5769230769230769,1.0,67.72837747708364,72.83820423171163,0.9298468872410323,0.034482758620689655,1852,5,20,6,2.940841446722743,3.8495554844035724,1.0,1.0,65.13564726511972,72.98720109682905,0.8924256073158222,0.05
29,1439,1,41,1,7.005275864987652,11.276427483164483,0.25,0.725,74.0264448529611,80.52633600726617,0.9192824176960125,0.024390243902439025,1646.0,5.0,28.0,5.0,2.295685405081599,4.290617642770599,0.9130434782608695,1.0,72.59176996050249,78.28668563754479,0.9272556293491734,0.03571428571428571,1590,4,31,4,2.9942429114389597,5.683507944618555,0.6666666666666666,1.0,72.32162391055141,78.26470763227628,0.9240643209242124,0.03225806451612903,1651,7,28,7,2.5061860437319865,4.366372874603144,0.9047619047619048,1.0,72.61994538119077,78.28668563754479,0.927615529892399,0.03571428571428571
30,1349,1,48,1,8.931056354436123,11.539671409905715,0.19148936170212766,0.6170212765957447,64.4917673949206,75.61968569361743,0.8528436319639972,0.020833333333333332,1506.0,5.0,36.0,5.0,3.9079605861583104,6.984659107667653,0.6451612903225806,1.0,63.79455083623082,72.11076846291739,0.8846744001769563,0.027777777777777776,1448,4,40,4,6.1790289119923045,8.23843611213681,0.4166666666666667,0.9444444444444444,63.61938151925055,72.05058014781724,0.8829822242753709,0.025,1601,8,31,8,2.6299861442299743,4.152499298329622,0.8695652173913043,1.0,62.73545875607154,68.85673645061729,0.9111012515248117,0.03225806451612903
31,1369,1,47,1,9.978184696380822,12.246077772594504,0.08695652173913043,0.5,70.56514755952395,77.28609247405355,0.9130381068652689,0.02127659574468085,1726.0,5.0,25.0,5.0,2.6977057429380693,4.193462248264586,1.0,1.0,66.0261174070882,70.80619962829479,0.9324906258731555,0.04,1621,3,30,3,4.866886073459,6.047624048204488,0.5185185185185185,1.0,66.88641888576322,72.32630445633963,0.9247868999879534,0.03333333333333333,1759,6,23,6,2.118374679523299,3.897955045610138,1.0,1.0,65.20736494005467,70.41435004494083,0.9260522166069433,0.043478260869565216
32,1311,1,52,1,9.044846915942571,12.94366859786885,0.17647058823529413,0.6078431372549019,69.53640164000143,75.05409546838605,0.9264837742171077,0.019230769230769232,1554.0,5.0,33.0,5.0,3.5984808230649037,5.502110267411742,0.7857142857142857,1.0,57.44185753914551,66.18046826918399,0.8679578588882924,0.030303030303030304,1520,4,36,4,4.07418995382443,6.421242818513384,0.6875,1.0,57.69647932539797,63.897229817194216,0.9029574441718963,0.027777777777777776,1666,7,27,9,1.7914752249150183,3.526996660522492,1.0,1.0,54.77939420140799,61.68546194722367,0.8880438351629056,0.037037037037037035
33,1259,1,57,1,11.90775578390327,15.31532946998891,0.08928571428571429,0.26785714285714285,65.03556471890526,73.02123429417036,0.8906390770786707,0.017543859649122806,1500.0,5.0,37.0,5.0,4.4721619050703225,6.358181041055286,0.5625,1.0,62.112027300900735,69.93566152909041,0.8881309755690899,0.02702702702702703,1450,4,40,4,5.4877671005211255,7.451767276771534,0.4444444444444444,1.0,62.296267016872065,69.98979361671825,0.890076449689538,0.025,1599,8,31,8,3.2093210437620883,4.883726092392272,0.8260869565217391,1.0,61.264150352365164,68.39869587363864,0.895691790170181,0.03225806451612903
34,1262,1,56,1,11.82438151181384,16.392395547819753,0.03636363636363636,0.2727272727272727,68.09070397331433,72.65473804621169,0.9371818797282784,0.017857142857142856,1565.0,5.0,33.0,5.0,5.490334794496164,7.233670784114293,0.39285714285714285,1.0,62.503111858774986,71.31778623134373,0.8764028605153934,0.030303030303030304,1548,4,34,4,5.490334794496164,7.492555148677252,0.36666666666666664,1.0,62.44244832337566,71.03163588549036,0.879079406590589,0.029411764705882353,1829,5,20,5,2.7692928917115296,3.2628723322236515,1.0,1.0,55.01081128341998,61.00888933968262,0.9016851786488556,0.05
35,1268,1,56,1,11.64352503600935,15.66415900235211,0.07272727272727272,0.34545454545454546,69.61737978635256,76.36107544745119,0.9116867380195636,0.017857142857142856,1567.0,5.0,33.0,5.0,4.133288030757626,5.898503748694885,0.6785714285714286,1.0,69.30241895948446,73.97639549695627,0.9368180011195041,0.030303030303030304,1510,4,36,4,4.577853090124677,6.686110307012996,0.625,1.0,69.31580797229182,76.47219578367695,0.9064184343335847,0.027777777777777776,1729,6,24,6,1.4017851753463901,2.549227064078355,1.0,1.0,60.65190579800081,66.37109824552186,0.9138300766643268,0.041666666666666664
