run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_f_best_tau,K_1_err_best_tau,K_1_depth_into_Ain,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_f_best_tau,K_5_err_best_tau,K_5_depth_into_Ain,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_f_best_tau,K_10pctN_err_best_tau,K_10pctN_depth_into_Ain,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_f_best_tau,K_25pctN_err_best_tau,K_25pctN_depth_into_Ain,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,
1,65.0,1.0,160.0,1.0,2902.883441485962,402.88344148596207,0.12554795461528556,11.130340055125089,17.959724910791014,0.14465408805031446,0.41509433962264153,18.46319835922641,26.393480214428198,0.6995363328074242,0.00625,67.0,5.0,160.0,6.0,2901.5029935779867,401.5029935779867,1.5059958625906802,7.639122225335996,12.917308539394801,0.2857142857142857,0.6558441558441559,13.627362593389178,18.86853311727512,0.7222269218645629,0.00625,69.0,16.0,159.0,17.0,2901.1025306150805,401.10253061508047,1.906458825496884,5.405107378376897,8.759809497347124,0.4507042253521127,0.8380281690140845,11.791679129822633,17.01116119159801,0.6931730877752582,0.012578616352201259,73.0,40.0,158.0,49.0,2900.109599435561,400.109599435561,2.8993900050163575,2.208888365120856,4.0551259403331645,0.8623853211009175,0.9908256880733946,9.792022831453895,12.863961461398423,0.7611980851184406,0.012658227848101266
2,68.0,1.0,159.0,1.0,2901.308701478932,401.3087014789321,1.7002879616452446,14.438800473345964,25.054371439808634,0.0759493670886076,0.22784810126582278,17.416713219647757,25.1372543418449,0.6928645818988635,0.006289308176100629,72.0,5.0,158.0,5.0,2901.308701478932,401.3087014789321,1.7002879616452446,7.318178053712927,12.84964630264849,0.3660130718954248,0.6601307189542484,13.636686832041727,18.33078719637996,0.7439225978650147,0.006329113924050633,76.0,16.0,157.0,16.0,2900.6975703237767,400.69757032377674,2.3114191168006073,3.291373642313829,5.926533047040266,0.7304964539007093,0.9432624113475178,10.973865033325668,14.011608151558539,0.7831981107825244,0.03184713375796178,79.0,39.0,156.0,49.0,2900.2349756147128,400.23497561471277,2.7740138258645857,1.4209322738847732,3.4968679804531355,0.9252336448598131,1.0,9.628076128193815,14.081184265931057,0.6837547145440469,0.03205128205128205
3,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,
4,71.0,1.0,159.0,1.0,2902.988909784382,402.98890978438203,0.02007965619532115,7.233549581731722,13.08396032865285,0.27848101265822783,0.6962025316455697,15.729555518535294,22.26714091083767,0.7064021187776083,0.012578616352201259,73.0,5.0,158.0,5.0,2901.44324066183,401.4432406618298,1.5657487787475475,5.166555051955129,8.990579556314152,0.477124183006536,0.8496732026143791,13.640677049753007,19.007783248063678,0.7176363951405318,0.012658227848101266,76.0,16.0,157.0,24.0,2900.9838481592224,400.98384815922236,2.0251412813549905,3.046263717425063,6.038101241209279,0.7293233082706767,0.9624060150375939,10.500024084086741,14.985978826981883,0.7006565407113553,0.01910828025477707,78.0,40.0,157.0,52.0,2900.048515326465,400.0485153264649,2.9604741141124578,1.925846897991505,3.861848897303117,0.8666666666666667,1.0,10.288041709472996,15.456029247645388,0.6656329089853594,0.025477707006369428
5,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,
6,87.0,1.0,154.0,1.0,2901.7792666173495,401.77926661734955,1.229722823227803,11.724000521276139,17.930414724639196,0.16339869281045752,0.38562091503267976,15.420073946755277,19.5485943245778,0.7888073019842726,0.012987012987012988,92.0,5.0,153.0,7.0,2901.634888391937,401.6348883919368,1.3741010486405685,5.917598465578749,9.958847715597585,0.4178082191780822,0.8013698630136986,12.061258369534093,16.18072126458893,0.7454091923534849,0.006535947712418301,95.0,16.0,152.0,20.0,2900.958525649425,400.95852564942516,2.050463791152197,3.3539048143991295,6.123139403157711,0.6742424242424242,0.946969696969697,10.958558739098804,15.57144965452088,0.7037597001071246,0.006578947368421052,98.0,38.0,151.0,43.0,2900.7203581607278,400.72035816072776,2.2886312798495965,2.0292644201672374,3.8210872511124765,0.8611111111111112,0.9907407407407407,9.326152106298021,11.80229281479015,0.7901983328706156,0.033112582781456956
7,61.0,1.0,161.0,1.0,2902.9220218964597,402.9220218964597,0.0869675441176696,33.963161659208254,51.92134063944559,0.0,0.0375,27.511283424749006,65.38366039806073,0.42076695090574934,0.006211180124223602,72.0,5.0,158.0,5.0,2901.9966177702554,401.9966177702554,1.0123716703219543,6.496537959701072,11.43885939941356,0.3790849673202614,0.7254901960784313,12.808644982003624,16.836025803099286,0.7607879158539734,0.006329113924050633,75.0,16.0,157.0,17.0,2900.8566649036384,400.8566649036384,2.152324536938977,3.0112179245247717,6.4733864344028005,0.6571428571428571,0.9714285714285714,10.971094365587831,14.19959220034673,0.7726344680039428,0.025477707006369428,77.0,40.0,157.0,41.0,2900.773223996778,400.77322399677814,2.2357654437992096,2.277453785240141,4.641852457380082,0.8103448275862069,1.0,10.059982476378808,13.977276511085515,0.7197383888342008,0.025477707006369428
8,62.0,1.0,161.0,3.0,2902.1588928914134,402.1588928914134,0.8500965491639363,10.772393934229058,18.479540727513363,0.189873417721519,0.46835443037974683,16.073400700110682,22.995488352945777,0.6989806197375947,0.006211180124223602,64.0,5.0,161.0,6.0,2902.1588928914134,402.1588928914134,0.8500965491639363,7.2885331702436815,13.166916051619046,0.32903225806451614,0.6903225806451613,13.901056776561044,20.611641077427524,0.6744274618571997,0.006211180124223602,67.0,16.0,160.0,17.0,2900.7119841017343,400.7119841017343,2.2970053388430642,4.130657720592353,7.156317547732489,0.6083916083916084,0.8741258741258742,11.490715279066109,15.022455314395398,0.7649026100317324,0.01875,70.0,40.0,159.0,49.0,2900.6914211419044,400.69142114190436,2.3175682986729953,2.301649302079568,4.850879680690468,0.8272727272727273,0.990909090909091,10.36609945366257,14.908629809910986,0.6953086625553863,0.03773584905660377
9,71.0,1.0,159.0,1.0,2902.1733620826617,402.1733620826617,0.835627357915655,10.441925928429328,17.085759294449332,0.13291139240506328,0.47468354430379744,16.52726180262655,22.613296539683095,0.7308647712474639,0.006289308176100629,75.0,5.0,157.0,7.0,2901.147361500142,401.14736150014187,1.8616279404354827,5.5491007579782945,9.372143218179918,0.41333333333333333,0.8466666666666667,11.990312613089642,15.59118091604195,0.7690445436851207,0.01910828025477707,78.0,16.0,157.0,16.0,2901.147361500142,401.14736150014187,1.8616279404354827,3.18130316610268,6.033132300516627,0.7304964539007093,0.9716312056737588,11.495670756350133,13.952928843113153,0.8238894418231147,0.012738853503184714,80.0,39.0,156.0,42.0,2900.494935115793,400.49493511579294,2.5140543247844107,2.3132748599775823,3.9562251391560497,0.8771929824561403,1.0,10.052599474599694,13.277820664734787,0.757097096611561,0.019230769230769232
10,67.0,1.0,160.0,1.0,2902.4431556012523,402.44315560125233,0.5658338393250233,15.915333358027056,27.03652801859908,0.07547169811320754,0.23270440251572327,16.89665274984444,22.183648498982976,0.7616714964907182,0.00625,73.0,5.0,158.0,9.0,2900.7828928267377,400.7828928267377,2.2260966138396725,5.894044115538236,11.333406672833371,0.3959731543624161,0.7315436241610739,12.326474934940016,16.78750289736117,0.7342649475805969,0.006329113924050633,75.0,16.0,157.0,18.0,2900.7828928267377,400.7828928267377,2.2260966138396725,4.1988005941234405,6.575704281890922,0.6546762589928058,0.9064748201438849,11.741388830039813,16.580115341294825,0.7081608654914743,0.025477707006369428,78.0,40.0,157.0,44.0,2900.117365165603,400.11736516560313,2.8916242749742196,2.1003694456944686,3.7727608216215245,0.8938053097345132,0.9734513274336283,9.985123657387748,13.917919859682803,0.7174293111366797,0.025477707006369428
11,67.0,1.0,160.0,1.0,2900.429413058611,400.42941305861086,2.57957638196649,24.670341955506956,38.275184842624824,0.0440251572327044,0.1509433962264151,22.17174662929829,34.02865284814878,0.6515611043504613,0.00625,76.0,5.0,157.0,9.0,2900.429413058611,400.42941305861086,2.57957638196649,5.317369083312087,8.145551916644218,0.4594594594594595,0.8513513513513513,12.275444555963274,16.80528671985967,0.7304513609670671,0.006369426751592357,78.0,16.0,157.0,26.0,2900.429413058611,400.42941305861086,2.57957638196649,3.6169511661755678,6.355695789551646,0.648854961832061,0.9618320610687023,11.43595156154718,15.931321389985259,0.7178281877318753,0.006369426751592357,80.0,39.0,156.0,49.0,2900.0563318293384,400.05633182933843,2.9526576112389193,1.959055731051194,4.664503851893917,0.822429906542056,1.0,9.540972356587764,11.903199987770959,0.8015468417223867,0.03205128205128205
12,62.0,1.0,161.0,1.0,2902.5452591759595,402.5452591759595,0.4637302646178796,13.57453627372115,20.82519866758121,0.08125,0.3125,17.684528104707276,22.87385254474099,0.7731329066722163,0.006211180124223602,66.0,5.0,160.0,8.0,2900.913492307202,400.913492307202,2.0954971333753747,7.074880853445393,11.354508511826499,0.32894736842105265,0.75,12.556789646141407,16.059752667244947,0.7818793916890083,0.00625,69.0,16.0,159.0,20.0,2900.913492307202,400.913492307202,2.0954971333753747,3.684838890842002,7.575232641324874,0.6187050359712231,0.9424460431654677,10.905504295167816,14.098752460161824,0.7735084594174543,0.006289308176100629,71.0,40.0,159.0,43.0,2900.2227254869767,400.22272548697674,2.78626395360061,2.1201678627180627,4.777684125732776,0.8103448275862069,0.9913793103448276,9.676290538864736,13.013284676477674,0.7435701884210092,0.018867924528301886
13,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,
14,64.0,1.0,161.0,1.0,2901.4678439604377,401.4678439604377,1.5411454801396758,15.419712079899682,24.80589084602152,0.05,0.25625,18.84455233944147,26.403303125990963,0.7137195012881253,0.006211180124223602,70.0,5.0,159.0,5.0,2901.4459693080685,401.44596930806847,1.563020132508882,6.060273772681057,9.930566266035477,0.44155844155844154,0.7987012987012987,14.012953322926393,18.445410160310164,0.7596986568007421,0.006289308176100629,72.0,16.0,158.0,16.0,2900.785745280437,400.7857452804369,2.223244160140439,3.677982353727657,7.064751505244931,0.6690140845070423,0.9507042253521126,11.53266980705115,17.406956090600527,0.6625322513037534,0.02531645569620253,74.0,40.0,158.0,41.0,2900.568251224575,400.56825122457485,2.440738216002501,2.07164146850846,3.724598032892846,0.8717948717948718,1.0,9.938950937676843,13.673662956740477,0.7268682114749219,0.04430379746835443
15,79.0,1.0,156.0,1.0,2902.7104215764584,402.71042157645843,0.29856786411892244,7.8020386178550325,14.008505184082424,0.32903225806451614,0.6451612903225806,13.169273162238955,18.38373732600929,0.7163545109843951,0.01282051282051282,81.0,5.0,156.0,5.0,2901.9317672687257,401.9317672687257,1.0772221718516448,4.597175498504839,9.294096811355757,0.5562913907284768,0.8278145695364238,13.680708162848351,18.39363183507872,0.7437741651845888,0.00641025641025641,83.0,16.0,155.0,23.0,2900.676211907781,400.6762119077812,2.3327775327961717,3.3309211816279003,5.6928121597202335,0.7272727272727273,0.9318181818181818,10.529683113013624,14.715340938925124,0.7155582161987448,0.025806451612903226,85.0,39.0,155.0,40.0,2900.215628106997,400.215628106997,2.7933613335803784,1.777664430126606,4.354615585438478,0.8521739130434782,0.9739130434782609,9.480543464186887,13.485647532962092,0.7030098807650289,0.03870967741935484
