eps,n_hits,l2_rate,l3_rate,gamma
0.01,14,0.8091197602151011,0.917761272975713,0.750804425441883
1.0,50,0.7409451535012073,0.9288116591928252,0.685667471541911
10.0,50,0.7231441048034934,0.8890829694323145,0.6370171313402755
100.0,51,0.43033878949371906,1.0,0.43033878949371906
400.0,51,0.43400603108327535,1.0,0.43400603108327535
