eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.8571428571428571,0.9523809523809523,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.43137254901960786,0.8627450980392157,1.0
10.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392
100.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0,0.0
