eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,21,59.0,33,69,0.084462974346992,1.0,0.915537025653008
1.0,51,95.0,67,121,0.08495174746504001,1.0,0.91504825253496
10.0,51,146.0,140,151,0.21960908867897203,1.0,0.780390911321028
100.0,51,159.0,156,165,0.25295610744908437,1.0,0.7470438925509156
400.0,51,165.0,161,170,0.25291648315636023,1.0,0.7470835168436398
