run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_f_best_tau,K_1_err_best_tau,K_1_depth_into_Ain,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_f_best_tau,K_5_err_best_tau,K_5_depth_into_Ain,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_f_best_tau,K_10pctN_err_best_tau,K_10pctN_depth_into_Ain,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_f_best_tau,K_25pctN_err_best_tau,K_25pctN_depth_into_Ain,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,390,1,90,1,507.10570861761664,7.105708617616642,0.8799532613737711,8.287644276795504,12.824661946911514,0.15730337078651685,0.6292134831460674,71.83804879391083,83.61532552505825,0.8591493047812395,0.011111111111111112,492,5,76,5,505.11925567796976,5.119255677969761,2.866406201020652,5.024183355147102,7.709830262559649,0.4788732394366197,0.9436619718309859,71.72001197732786,82.43961638033225,0.8699702294398135,0.013157894736842105,543,7,69,7,504.83857024361674,4.8385702436167435,3.1470916353736698,4.329963102539239,6.203183849533662,0.6290322580645161,1.0,69.68759767322074,78.60716444132945,0.8865298496453708,0.014492753623188406,793,11,44,11,504.1469226480537,4.146922648053703,3.83873923093671,1.2281017731445445,2.7339780286111712,1.0,1.0,65.72354692840841,74.10420340629045,0.8869071376162903,0.022727272727272728
1,391,1,90,1,507.9432496321432,7.943249632143193,0.04241224684722056,8.899138477794281,13.830137736969167,0.15730337078651685,0.5617977528089888,62.1131450086344,74.7232186133006,0.8312429009525878,0.011111111111111112,476,5,78,5,506.27319715537953,6.273197155379535,1.7124647236108785,5.997952708807247,9.286752884168914,0.4520547945205479,0.8493150684931506,65.10378510798195,76.76078949515238,0.8481385553244395,0.01282051282051282,528,8,71,8,504.12210818276765,4.122108182767647,3.863553696222766,3.6069476286874647,7.167413339404834,0.6349206349206349,1.0,64.48561282760103,76.834323707363,0.8392813226703967,0.014084507042253521,618,15,60,15,503.2491651792865,3.2491651792864786,4.736496699703935,2.4132791868649406,3.684852770927592,0.8888888888888888,1.0,62.76763603681775,74.21097683371052,0.845799889920131,0.016666666666666666
2,369,1,94,1,507.2271100913928,7.227110091392774,0.7585517875976393,9.833301631450581,13.909613335644329,0.06451612903225806,0.5161290322580645,65.41950425440882,75.54402790200885,0.8659785038106129,0.010638297872340425,436,5,83,5,505.83780675977727,5.837806759777266,2.1478551192131476,6.567187875266143,8.928046261849818,0.3076923076923077,0.8717948717948718,63.08676328972084,74.27144985365732,0.8494079947816487,0.012048192771084338,456,8,80,8,505.4340852575232,5.434085257523179,2.551576621467234,5.806004202091458,7.615103053040548,0.3888888888888889,0.9583333333333334,65.16302439515512,76.54697315677264,0.8512815296000988,0.0125,594,16,63,16,503.9056293533228,3.9056293533228086,4.080032525667605,3.038423894305481,4.0836490482810754,0.9148936170212766,1.0,55.549558963160194,66.54974558554753,0.8347073076598475,0.015873015873015872
3,259,1,114,1,507.8628303083757,7.862830308375692,0.12283157061472139,20.056218950718858,28.553839695410538,0.008849557522123894,0.10619469026548672,69.61517587235585,81.57615368816532,0.8533765411209292,0.008771929824561403,371,5,93,5,505.92229666057005,5.922296660570055,2.0633652184203584,12.735951759022214,16.534513737853853,0.14772727272727273,0.29545454545454547,63.595160890289016,79.13605415328055,0.8036180420002998,0.010752688172043012,471,8,78,8,502.5626993706013,2.562699370601308,5.422962508389105,7.308861542008685,11.19358263696181,0.35714285714285715,0.7142857142857143,62.62248094948162,70.41728631368692,0.889305513287151,0.01282051282051282,556,17,67,17,502.525656130992,2.5256561309919903,5.460005747998423,4.745196905290413,7.43443619365653,0.52,0.98,57.26847179693876,67.80297686303896,0.8446306408141968,0.014925373134328358
4,326,1,101,1,507.64083384213257,7.640833842132565,0.344828036857848,14.198931497471506,19.589605157527807,0.06,0.27,65.18854930579312,78.64267335759875,0.8289208202443992,0.009900990099009901,463,5,79,5,504.9444574203198,4.944457420319793,3.04120445867062,6.895815114429922,9.556732745365299,0.2972972972972973,0.8243243243243243,58.21221224324065,69.38162684666567,0.8390148067858141,0.012658227848101266,504,8,74,8,504.43041399995553,4.430413999955533,3.55524787903488,5.83127159930541,7.694810112065511,0.3484848484848485,0.9242424242424242,57.02254731817436,66.42482640156078,0.8584523348763243,0.013513513513513514,699,13,52,13,501.52557690801024,1.5255769080102368,6.460084970980176,2.587885436791055,3.494530171910469,1.0,1.0,53.07068502501021,62.16105163089329,0.8537610550757594,0.019230769230769232
5,332,1,100,1,506.9059708951047,6.905970895104701,1.0796909838857118,14.292409373959345,21.324037612200733,0.06060606060606061,0.23232323232323232,58.77940373559052,74.69774485431422,0.78689663055063,0.01,447,5,82,5,506.07957131003343,6.07957131003343,1.9060905689569836,7.650298558269924,12.00948498327275,0.24675324675324675,0.6883116883116883,57.89325928774632,71.84808909768664,0.8057731251423131,0.012195121951219513,484,8,77,8,505.64707648495505,5.6470764849550505,2.3385853940353627,6.235066720685381,9.72587088687756,0.37681159420289856,0.7971014492753623,56.628603375667346,67.07222897866335,0.8442928502298876,0.012987012987012988,587,16,64,16,503.7676080649531,3.7676080649530945,4.218053814037319,2.8725599601254714,5.482981394870876,0.7083333333333334,1.0,55.27449324206919,61.599471047985034,0.897320907171609,0.015625
6,370,1,94,1,506.5083851087072,6.508385108707216,1.477276770283197,12.693845193252173,16.776258898570926,0.11827956989247312,0.41935483870967744,66.75509979625237,76.07249607614611,0.8775195141412564,0.010638297872340425,403,5,88,5,506.5083851087072,6.508385108707216,1.477276770283197,9.740054106284674,13.086707819208277,0.1686746987951807,0.5180722891566265,65.60486904145074,75.53149142326988,0.8685763753003171,0.011363636363636364,446,9,82,9,503.0439820642116,3.0439820642116047,4.941679814778809,7.100711058013189,10.402090370294763,0.2876712328767123,0.726027397260274,58.61985719934482,72.20306495554313,0.8118749146651634,0.012195121951219513,548,17,68,17,502.15275831760505,2.1527583176050484,5.832903561385365,3.857464945718448,6.197156153148285,0.6470588235294118,1.0,55.08445713696083,66.23219617062651,0.8316870090650924,0.014705882352941176
7,262,1,113,1,507.5732651660822,7.573265166082194,0.4123967129082189,28.745681514584874,35.87817981123697,0.008928571428571428,0.044642857142857144,65.19065056229046,75.10736918505452,0.8679661033216248,0.008849557522123894,431,5,84,5,505.32598152464914,5.325981524649137,2.659680354341276,10.243334999162471,17.233419136304725,0.21518987341772153,0.4936708860759494,60.261525953603154,72.14186772163274,0.8353197367460574,0.011904761904761904,476,8,78,8,505.32598152464914,5.325981524649137,2.659680354341276,8.122186652716437,13.613193004124401,0.3142857142857143,0.6285714285714286,59.29015270536868,71.43747953024297,0.8299586308930212,0.01282051282051282,639,15,58,15,504.5295172906691,4.529517290669105,3.456144588321308,3.6443550432882716,5.655797794708815,0.6744186046511628,1.0,59.11147402278604,67.84805120235664,0.8712331890931726,0.017241379310344827
8,388,1,91,1,507.6749767295249,7.674976729524872,0.3106851494655416,9.732170544979738,14.671215263298018,0.18888888888888888,0.5111111111111111,67.09642432841743,81.57804073158539,0.8224814389595781,0.01098901098901099,447,5,82,5,506.18477317770555,6.1847731777055515,1.8008887012848618,7.469747279813873,10.937702244949197,0.2987012987012987,0.7272727272727273,71.178105962268,81.94171483521794,0.8686431093784748,0.012195121951219513,484,8,77,8,505.07841258627764,5.078412586277636,2.907249292712777,6.653743272680913,8.95062570900418,0.36231884057971014,0.8695652173913043,67.60043999790798,81.82054050687762,0.8262037818269566,0.012987012987012988,618,15,60,15,504.42035405645805,4.420354056458052,3.565307822532361,3.0526100254882635,5.197925810820608,0.7777777777777778,1.0,64.3334472713381,71.80607154028755,0.8959332531545491,0.016666666666666666
9,391,1,90,1,507.8119369932077,7.811936993207723,0.17372488578268985,8.36334835654111,11.426103022426426,0.15730337078651685,0.651685393258427,69.22238259727052,79.86210901103026,0.8667737861481943,0.011111111111111112,440,5,83,5,505.54449841717786,5.544498417177863,2.4411634618125504,6.250800901126752,8.469118430407525,0.2948717948717949,0.9358974358974359,66.34794941606435,75.96688759931628,0.8733798568399096,0.012048192771084338,494,8,75,8,505.0869810804975,5.08698108049748,2.898680798492933,5.318561633968557,6.670110486867293,0.44776119402985076,1.0,64.17065561681336,73.16353930097415,0.877085174253714,0.013333333333333334,674,14,55,14,504.0958036059157,4.095803605915705,3.889858273074708,3.1236201442179663,4.148351175467269,0.9512195121951219,1.0,64.33672972151943,72.05960551606994,0.8928265601894222,0.01818181818181818
