Func,τ_deep,ε_in,#(A_deep),#(A_in \ A_deep),ε_out,#(A_out \ A_in),diam(A_out),diam_center(A_out),"#([l,u]^D \ A_out)"
f1,307,1.0,1,297,3.145720771882924,12,0.8414367597031202,0.8732061831340254,0
f2,270,1.0,1,27,13.186272102159514,297,12.18689507853958,13.652320609537625,0
f3,204,1.0,1,344,3.3910945242557773,27,1.6323882056383965,2.019300056271035,0
f6,154,1.0,1,408,1.932623343621208,0,2.8368863654080547,3.5161321634354494,0
f9,140,1.0,1,418,2.3308674057108876,0,2.380900366361105,2.9880906821183157,0
f11,561,13.943982276220254,1,194,40.687164012997826,0,11.859478185983106,14.117586320967007,0
f13,1001,32.178919353560445,1,89,70.3473714834345,0,4.9229599660325745,5.6617290694833144,0
f15,1383,4.886028342017994,1,44,5.492208200573555,0,1.4416170556583596,1.6803535797138072,0
