run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
1,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
2,2580.0,1.0,5.0,1.0,471.3780121871059,513.9459129485476,0.0,0.0,348.6592299573069,363.8504691287896,0.9582486750453918,0.2,inf,,,,,,,,,,,,2580.0,1.0,5.0,1.0,471.3780121871059,513.9459129485476,0.0,0.0,348.6592299573069,363.8504691287896,0.9582486750453918,0.2,2675.0,1.0,4.0,1.0,436.55488326043087,478.3290093142714,0.0,0.0,333.17503674205386,372.1306621477356,0.895317345846077,0.25
3,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
4,2174.0,1.0,11.0,1.0,437.7968322772331,568.2511538564861,0.0,0.0,324.1819651707343,357.57511565726765,0.9066122081086304,0.09090909090909091,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,433.80552580706353,536.5787783916014,0.0,0.0,320.75153334721483,347.712746560312,0.9224612457270943,0.1,2675.0,1.0,4.0,1.0,341.6543040336783,344.15577982304205,0.0,0.0,308.45985448167653,338.0828093634353,0.912379588487404,0.25
5,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
6,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
7,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
8,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
9,1591.0,1.0,31.0,1.0,1136.563459422492,1371.3070893502304,0.0,0.0,306.1151821067918,329.9400459284102,0.9277903239827157,0.03225806451612903,inf,,,,,,,,,,,,1829.0,2.0,20.0,2.0,809.7428960140687,921.6138987665789,0.0,0.0,304.38693516445676,329.89323490042574,0.9226831682569431,0.05,2321.0,2.0,8.0,2.0,565.398355876001,589.6536166711994,0.0,0.0,303.33516166082734,317.6101172220368,0.9550550980993151,0.125
10,1695.0,1.0,26.0,1.0,905.3688432368981,1108.7032960100871,0.0,0.0,283.31637197271834,310.43768415129233,0.9126352451290792,0.038461538461538464,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,501.3706448109988,617.0823746775507,0.0,0.0,271.60019836550725,290.03049477138444,0.9364539359200666,0.1,2675.0,1.0,4.0,1.0,240.6159781294009,360.80963411293015,0.0,0.0,265.07774454853893,299.02119328351165,0.8864848061027238,0.25
11,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
12,1812.0,1.0,21.0,1.0,772.1280751512331,814.7490224978749,0.0,0.0,357.76871288104473,381.402262386181,0.9380351092904462,0.047619047619047616,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,405.8181757507482,530.3224030039349,0.0,0.0,362.8362457590431,381.7283817591395,0.95050895636045,0.1,2675.0,1.0,4.0,1.0,243.89821745603876,251.2247808543638,0.0,0.0,341.07857599021327,363.97768422614763,0.9370865049470818,0.25
13,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
14,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
15,2021.0,1.0,15.0,1.0,713.9327972438241,857.1486583740073,0.0,0.0,371.2317152604669,395.0635866170631,0.9396758593707181,0.06666666666666667,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,553.2513695962025,678.8843536073779,0.0,0.0,384.0588226849433,400.98449290841404,0.9577897137599868,0.1,2675.0,1.0,4.0,1.0,446.3355162381449,463.29350629898835,0.0,0.0,368.3893987754176,394.92323385674155,0.9328126764733495,0.25
16,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
17,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
18,2390.0,1.0,8.0,1.0,469.6394078461708,565.8066899631569,0.0,0.0,330.3245786693257,337.78127785665754,0.9779244745752422,0.125,inf,,,,,,,,,,,,2390.0,1.0,8.0,1.0,469.6394078461708,565.8066899631569,0.0,0.0,330.3245786693257,337.78127785665754,0.9779244745752422,0.125,2675.0,1.0,4.0,1.0,173.49810471623823,182.48384467424984,0.0,0.0,304.4399111561868,338.11844163361616,0.9003942810255724,0.25
19,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
20,2532.0,1.0,6.0,1.0,340.7833729350423,429.5524419272257,0.0,0.0,367.91294147936924,387.0655190144346,0.9505185127731538,0.16666666666666666,inf,,,,,,,,,,,,2532.0,1.0,6.0,1.0,340.7833729350423,429.5524419272257,0.0,0.0,367.91294147936924,387.0655190144346,0.9505185127731538,0.16666666666666666,2675.0,1.0,4.0,1.0,272.8367695204488,313.497809882637,0.0,0.0,374.73600566032405,401.50373553719186,0.9333313055205976,0.25
21,2487.0,1.0,6.0,1.0,200.67172158635185,420.0913088591122,0.0,0.0,309.7915755630164,346.2220001187205,0.8947772685062995,0.16666666666666666,inf,,,,,,,,,,,,2487.0,1.0,6.0,1.0,200.67172158635185,420.0913088591122,0.0,0.0,309.7915755630164,346.2220001187205,0.8947772685062995,0.16666666666666666,2675.0,1.0,4.0,1.0,175.05700552643975,184.43271727055145,0.0,0.3333333333333333,302.4731907207272,321.0893038167157,0.9420220079750307,0.25
22,1858.0,1.0,19.0,1.0,880.9594001379082,1006.5315798148281,0.0,0.0,386.31940435856103,432.6918357509997,0.8928280416662991,0.05263157894736842,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,576.2634234434408,735.1993427699028,0.0,0.0,400.23122053213234,429.36000245202086,0.9321576724577564,0.1,2675.0,1.0,4.0,1.0,243.85146949708906,359.31330013693844,0.0,0.0,369.36335728418965,413.77306176842416,0.892671349134156,0.25
23,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
24,2463.0,1.0,7.0,1.0,371.0378479280025,525.112649228322,0.0,0.0,356.5913615541177,364.25685475484545,0.9789558024765607,0.14285714285714285,inf,,,,,,,,,,,,2463.0,1.0,7.0,1.0,371.0378479280025,525.112649228322,0.0,0.0,356.5913615541177,364.25685475484545,0.9789558024765607,0.14285714285714285,2675.0,1.0,4.0,1.0,143.11538393990486,254.12766888619373,0.0,0.0,300.7766727960922,330.2071823596301,0.9108725941294488,0.25
25,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
26,1781.0,1.0,22.0,1.0,928.5692774611252,1069.459866558771,0.0,0.0,334.4448893091365,376.28947626428715,0.8887968184213553,0.045454545454545456,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,487.00437981075083,664.4129601200581,0.0,0.0,368.2748812987744,388.2526170818201,0.948544491642575,0.1,2675.0,1.0,4.0,1.0,72.33266200392609,142.6438313880335,0.0,0.0,302.4094727188167,340.79358310797494,0.8873684473777288,0.25
27,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
28,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
29,1881.0,1.0,19.0,1.0,799.1324412560816,912.2239480719348,0.0,0.0,326.7959880963122,344.0170565687699,0.9499412365066408,0.05263157894736842,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,494.5730895495599,598.6340105740994,0.0,0.1111111111111111,309.12290032554057,339.03058282432784,0.9117847061181373,0.1,2576.0,2.0,5.0,2.0,282.8222466534771,320.72896592211475,0.0,0.0,308.33750866641304,330.9270135282265,0.9317387099319208,0.2
30,2030.0,1.0,14.0,1.0,515.3809717886597,661.9554170819258,0.0,0.0,317.81841529014605,349.70703255169286,0.908813337184367,0.07142857142857142,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,468.8184862138678,515.6468201288029,0.0,0.0,314.3349112008078,349.80868183105605,0.8985909370671918,0.1,2675.0,1.0,4.0,1.0,287.305284621827,289.7015993654979,0.0,0.0,317.2124470911813,341.15059321354573,0.9298311461314676,0.25
31,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
32,2139.0,1.0,12.0,1.0,575.6015730269792,682.0834202312362,0.0,0.0,317.3696908275268,347.3713640901541,0.9136322784084158,0.08333333333333333,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,516.8798175503816,620.8584321016373,0.0,0.0,307.3897881262528,350.08425680718017,0.8780451624123085,0.1,2675.0,1.0,4.0,1.0,300.0856787900175,370.52644858574314,0.0,0.0,328.6098668322028,365.62134678858536,0.8987710091834877,0.25
33,2281.0,1.0,9.0,1.0,408.6140675026372,530.8592328165768,0.125,0.125,332.95259303008663,393.6352292209085,0.8458404337667482,0.1111111111111111,inf,,,,,,,,,,,,2281.0,1.0,9.0,1.0,408.6140675026372,530.8592328165768,0.125,0.125,332.95259303008663,393.6352292209085,0.8458404337667482,0.1111111111111111,2562.0,2.0,6.0,2.0,245.5253813727686,387.8578779427455,0.0,0.0,320.9955223959324,334.397227222648,0.9599227991869907,0.16666666666666666
34,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
35,1589.0,1.0,31.0,1.0,1090.4742124489558,1258.092076144429,0.0,0.0,376.083355431983,410.2309703928394,0.9167600268498586,0.03225806451612903,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,526.4404822587276,625.0749460727493,0.0,0.0,365.49252580994846,396.6413936385252,0.921468438927068,0.1,2675.0,1.0,4.0,1.0,192.9892017540369,208.21267505330178,0.0,0.0,365.4251191470778,392.95057597171586,0.929951860341288,0.25
36,1995.0,1.0,15.0,1.0,647.7447572671899,765.6013325791591,0.0,0.0,359.6983578863692,385.71003566841034,0.9325615737818058,0.06666666666666667,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,556.0265636167114,630.9825945272466,0.0,0.0,339.44333828195784,372.0743147230051,0.9122998413224526,0.1,2675.0,1.0,4.0,1.0,436.5379004079514,486.32683791631644,0.0,0.0,337.8911367837694,339.77946931286306,0.9944424760774616,0.25
37,2628.0,1.0,5.0,1.0,296.4711510980669,389.5046394842237,0.0,0.0,298.23928187133464,376.8456906730455,0.7914095590125496,0.2,inf,,,,,,,,,,,,2628.0,1.0,5.0,1.0,296.4711510980669,389.5046394842237,0.0,0.0,298.23928187133464,376.8456906730455,0.7914095590125496,0.2,2675.0,1.0,4.0,1.0,229.99245047620389,303.81698944334823,0.0,0.0,330.3524606168859,390.9591549963276,0.8449794726510216,0.25
38,2401.0,1.0,7.0,1.0,509.32877100958103,522.6438195135506,0.0,0.0,284.1836494345002,299.4857803233103,0.948905317400076,0.14285714285714285,inf,,,,,,,,,,,,2401.0,1.0,7.0,1.0,509.32877100958103,522.6438195135506,0.0,0.0,284.1836494345002,299.4857803233103,0.948905317400076,0.14285714285714285,2675.0,1.0,4.0,1.0,362.33656336653075,416.0490465249597,0.0,0.0,274.7248050108959,316.831983037486,0.8670993451390033,0.25
39,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
40,1794.0,1.0,22.0,1.0,884.959400544205,987.4062307421027,0.0,0.0,338.8896421462407,387.3437796813862,0.8749066331334868,0.045454545454545456,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,518.5991096517428,666.2792320235011,0.0,0.0,331.9150288610082,368.8690749646923,0.8998179879752151,0.1,2337.0,2.0,8.0,2.0,474.434994196934,614.2192731318501,0.0,0.0,332.22558917113474,376.60895221318754,0.8821500052475422,0.125
41,2015.0,1.0,15.0,1.0,688.280925366962,773.1924755262778,0.0,0.0,314.78613069323103,352.65850965506115,0.8926089179051047,0.06666666666666667,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,539.6119779334549,645.9147622283606,0.0,0.0,320.07946463823475,352.35123911600306,0.9084102143113406,0.1,2675.0,1.0,4.0,1.0,200.57831025023006,237.9375609603663,0.0,0.0,269.29385435534243,313.27462819020667,0.8596095250708875,0.25
42,1717.0,1.0,25.0,1.0,936.3298942580586,1045.0675962744165,0.0,0.041666666666666664,324.54856705515044,367.11301570403634,0.8840562801423498,0.04,inf,,,,,,,,,,,,1829.0,2.0,20.0,2.0,799.0592452001811,996.5424573428157,0.0,0.0,321.41913534910464,367.072168519509,0.8756292710653218,0.05,2321.0,2.0,8.0,2.0,361.6197525624002,421.16035195021504,0.0,0.0,298.1631184177337,359.0120683068463,0.8305100155098262,0.125
43,1945.0,1.0,17.0,1.0,684.651927845839,836.1400766224288,0.0,0.0,393.53883906965143,441.42015863667496,0.8915289240190007,0.058823529411764705,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,511.7559328584248,590.7598231109026,0.0,0.0,380.24986746456216,432.2386046465391,0.8797221335088973,0.1,2675.0,1.0,4.0,1.0,306.84595533851643,319.07622056440994,0.0,0.0,362.7762803424355,380.6738379576473,0.9529845347102548,0.25
44,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
45,2040.0,1.0,14.0,1.0,511.6409070330501,777.408397206926,0.0,0.0,357.6639298566501,395.1271034208276,0.9051870316163111,0.07142857142857142,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,397.6821505001262,462.3517701180925,0.0,0.0,336.5132838062445,380.3475403145832,0.8847520968005113,0.1,2675.0,1.0,4.0,1.0,85.78782099962518,139.7694138112358,0.0,0.0,293.88785826411504,333.3356260263989,0.8816575106821622,0.25
46,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
47,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
48,1707.0,1.0,25.0,1.0,1061.7714906779393,1139.6120548877795,0.0,0.0,303.0429805977494,320.84484198444306,0.9445156690798326,0.04,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,635.1805504549357,764.9787619801816,0.0,0.0,264.87200267859015,308.22710463576203,0.8593403976966741,0.1,2675.0,1.0,4.0,1.0,168.79328707645618,268.9541005698073,0.0,0.0,242.18015732709546,286.3781863270496,0.8456655181499085,0.25
49,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
50,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
