run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,477.0,124.0,True,True,477,0.0,0.740041928721174,1.0,0.0,0.0,True,False,False,728.0,124.0,0.0,728.0,inf,124.0,0.0,inf,732.0,745.0,745.0,-255.0,-268.0,-268.0,,,,745.0
1,407.0,111.0,True,True,407,0.0,0.7272727272727273,0.8452088452088452,0.0,0.0,True,False,False,729.0,111.0,0.0,inf,inf,111.0,inf,inf,729.0,729.0,729.0,-322.0,-322.0,-322.0,,,,inf
2,434.0,101.0,True,True,434,0.0,0.7672811059907834,0.7949308755760369,0.0,0.0,True,False,False,739.0,101.0,0.0,inf,inf,101.0,inf,inf,739.0,739.0,739.0,-305.0,-305.0,-305.0,,,,inf
3,404.0,131.0,True,True,404,0.0,0.6757425742574258,0.8638613861386139,0.0,0.0,True,False,False,899.0,131.0,0.0,inf,inf,131.0,inf,inf,899.0,899.0,899.0,-495.0,-495.0,-495.0,,,,inf
4,293.0,107.0,True,True,293,0.0,0.6348122866894198,1.0,0.0,0.0,True,False,False,665.0,107.0,0.0,inf,inf,107.0,0.0,inf,665.0,665.0,665.0,-372.0,-372.0,-372.0,,,,inf
5,501.0,120.0,True,True,501,0.0,0.7604790419161677,1.0,0.0,0.0,True,False,False,613.0,120.0,0.0,613.0,inf,120.0,0.0,inf,613.0,613.0,613.0,-112.0,-112.0,-112.0,,,,613.0
6,383.0,113.0,True,True,383,0.0,0.7049608355091384,1.0,0.0,0.0,True,False,False,inf,113.0,0.0,inf,inf,113.0,0.0,inf,inf,inf,inf,,,,,,,inf
7,337.0,110.0,True,True,337,0.0,0.6735905044510386,1.0,0.0,0.0,True,False,False,432.0,110.0,0.0,432.0,inf,110.0,0.0,inf,432.0,432.0,511.0,-95.0,-95.0,-174.0,,,,511.0
8,363.0,105.0,True,True,363,0.0,0.7107438016528925,1.0,0.0,0.0,True,False,False,646.0,105.0,0.0,646.0,inf,105.0,0.0,inf,655.0,655.0,655.0,-292.0,-292.0,-292.0,,,,655.0
9,287.0,111.0,True,True,287,0.0,0.6132404181184669,1.0,0.0,0.0,True,False,False,607.0,111.0,0.0,607.0,inf,111.0,0.0,inf,607.0,607.0,607.0,-320.0,-320.0,-320.0,,,,607.0
