eps,beta1_r0.5,beta1_r1.0,beta1_r2.0,beta1_r5.0,beta1_r10.0,beta1_r20.0
0.01,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.00684931506849315,0.00684931506849315,0.027777777777777776,0.773972602739726,0.9931506849315068,1.0
10.0,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.03067484662576687
100.0,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
400.0,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
