eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,51,119.0,114,125,0.16904685317256318,0.8389633170055377,0.6699164638329745
1.0,51,146.0,144,152,0.19565340329366612,0.9180567136014528,0.7224033103077867
10.0,51,164.0,159,174,0.24541161908905004,1.0,0.7545883809109499
100.0,51,180.0,179,180,0.21977625723331798,1.0,0.780223742766682
400.0,51,180.0,180,180,,,
