eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,51,204,233.0,256,0.004290401278707832,1.8035960134912852
1.0,51,95,116.0,127,0.008723913787204926,1.7611253504506714
10.0,51,19,53.0,68,0.01910828025477707,3.12511557470578
100.0,51,0,0.0,2,4.25,4.898979485566357
400.0,51,0,0.0,0,0.0,0.0
