eps,n_hits,l2_rate,l3_rate,gamma
0.01,14,0.6787298473087093,0.4140684978247889,0.28053825812505334
1.0,50,0.5475680550076086,0.7520430592346278,0.4013413740630108
10.0,50,0.5844977961174154,0.8613429616430648,0.4893088249085623
100.0,51,0.25453955901426717,1.0,0.25453955901426717
400.0,51,0.48389513108614235,1.0,0.48389513108614235
