eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,17,51.0,47,63,0.03755811176724684,1.0,0.9624418882327531
1.0,18,59.0,31,76,0.035711195122382876,1.0,0.9642888048776171
10.0,51,106.0,74,131,0.08525199917602734,1.0,0.9147480008239727
100.0,51,148.0,144,151,0.21807636286738308,1.0,0.7819236371326169
400.0,51,153.0,149,156,0.22316119274877225,1.0,0.7768388072512278
