eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.47058823529411764,0.8235294117647058,0.9411764705882353,1.0,1.0,1.0
1.0,0.0,0.1111111111111111,0.3333333333333333,0.8333333333333334,1.0,1.0
10.0,0.0,0.0,0.0,0.0196078431372549,0.5686274509803921,1.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0,0.0
