eps,n_hits,l2_rate,l3_rate,gamma
0.01,17,0.719590718583905,0.8901402514692454,0.6479430564986303
1.0,18,0.7194602959667279,0.9006794660992359,0.6553220814392108
10.0,51,0.579292515291002,1.0,0.579292515291002
100.0,51,0.250043652872359,1.0,0.250043652872359
400.0,51,0.22849291904459945,1.0,0.22849291904459945
