eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,17,599,719.0,767,0.00044831223628691985,1.117780437552905
1.0,18,491,632.5,995,0.00040783958309731507,2.3646781778621904
10.0,51,179,299.0,504,0.003215839586354751,0.870421240604039
100.0,51,98,112.0,125,0.00890518596123625,1.294178163678233
400.0,51,80,93.0,108,0.01077996195307546,2.1476137683389864
