eps,beta1_r0.5,beta1_r1.0,beta1_r2.0,beta1_r5.0,beta1_r10.0,beta1_r20.0
0.01,0.06,0.14583333333333334,0.3541666666666667,0.7551020408163265,1.0,1.0
1.0,0.01695402298850575,0.017105263157894735,0.047089947089947085,0.15833333333333333,0.5960591133004927,0.9535714285714285
10.0,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009708737864077669,0.07086614173228346,0.5765765765765766
100.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757
400.0,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301
