run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,5.0,False,True,2164,0.0,0.9976894639556377,0.11922365988909427,0.0,0.0,True,False,False,inf,5.0,0.0,inf,inf,5.0,inf,inf,inf,inf,inf,,,,,,,inf
1,inf,4.0,False,True,2164,0.0,0.9981515711645101,0.06515711645101664,0.0,0.0,True,False,False,inf,4.0,0.0,inf,inf,4.0,inf,inf,inf,inf,inf,,,,,,,inf
2,inf,3.0,False,True,2164,0.0,0.9986136783733827,0.16774491682070242,0.0,0.0,True,False,False,inf,3.0,0.0,inf,inf,3.0,inf,inf,inf,inf,inf,,,,,,,inf
3,inf,5.0,False,True,2164,0.0,0.9976894639556377,0.0633086876155268,0.0,0.0,True,False,False,inf,5.0,0.0,inf,inf,5.0,inf,inf,inf,inf,inf,,,,,,,inf
4,inf,7.0,False,True,2164,0.0,0.9967652495378928,0.13262476894639558,0.0,0.0,True,False,False,inf,7.0,0.0,inf,inf,7.0,inf,inf,inf,inf,inf,,,,,,,inf
5,inf,5.0,False,True,2164,0.0,0.9976894639556377,0.18345656192236598,0.0,0.0,True,False,False,inf,5.0,0.0,inf,inf,5.0,inf,inf,inf,inf,inf,,,,,,,inf
6,inf,4.0,False,True,2164,0.7158040665434381,0.9981515711645101,1.0,0.7158040665434381,1.0023129315138398e-05,True,True,True,614.0,4.0,0.0,614.0,619.0,4.0,0.0,619.0,619.0,619.0,619.0,,,,,,,619.0
7,inf,4.0,False,True,2164,0.0,0.9981515711645101,0.16404805914972273,0.0,0.0,True,False,False,inf,4.0,0.0,inf,inf,4.0,inf,inf,inf,inf,inf,,,,,,,inf
8,inf,6.0,False,True,2164,0.0,0.9972273567467652,0.13493530499075784,0.0,0.0,True,False,False,inf,6.0,0.0,inf,inf,6.0,inf,inf,inf,inf,inf,,,,,,,inf
9,inf,5.0,False,True,2164,0.0,0.9976894639556377,0.059149722735674676,0.0,0.0,True,False,False,inf,5.0,0.0,inf,inf,5.0,inf,inf,inf,inf,inf,,,,,,,inf
