eps,n_hits,l2_rate,l3_rate,gamma
0.01,0,0.9789061650538219,1.0,0.9789061650538219
1.0,0,0.9789061650538219,1.0,0.9789061650538219
10.0,0,0.9789061650538219,1.0,0.9789061650538219
100.0,0,0.9789061650538219,1.0,0.9789061650538219
400.0,51,0.3559322033898305,1.0,0.3559322033898305
