eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,30,31.5,5,49,0.08153352614859662,1.0,0.9184664738514033
1.0,51,86.0,73,99,0.11892781407555857,1.0,0.8810721859244415
10.0,51,151.0,142,157,0.22716272904777965,1.0,0.7728372709522203
100.0,51,162.0,158,167,0.2399560824190049,1.0,0.7600439175809951
400.0,51,165.0,162,173,0.2430684762322876,1.0,0.7569315237677123
