eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.06666666666666667,0.16666666666666666,0.7666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333
1.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.43137254901960786
10.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0,0.0
