eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,30,740,982.5,2072,0.0003899496964891529,1.5255026185885103
1.0,51,341,419.0,514,0.0023768467166891925,1.189136904186671
10.0,51,78,100.0,133,0.009929906542056074,2.2212348587037485
100.0,51,43,59.0,74,0.01709688233322159,1.6413618365430391
400.0,51,23,47.0,59,0.022222222222222223,1.417483424685897
