function,eps,f_star,n_hits,hit_rate,tau_first,tau_median,tau_max,p_hat,clustering,l2_rate,l3_rate,gamma,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F,F_mean,n_success_F,g2g3_r0.5,beta1_r0.5,g2g3_r1.0,beta1_r1.0,g2g3_r2.0,beta1_r2.0,g2g3_r5.0,beta1_r5.0,g2g3_r10.0,beta1_r10.0,g2g3_r20.0,beta1_r20.0
cec2017_f19,0.01,1900.0,30,0.5882352941176471,740,982.5,2072,0.0003899496964891529,1.5255026185885103,0.7329487098205795,0.4720091295251379,0.37233246687377164,31.5,5,49,0.08153352614859662,1.0,0.9184664738514033,0.6038484058392943,372323,0.06666666666666667,0.06458333333333333,0.16666666666666666,0.07692307692307693,0.7666666666666667,0.3011627906976744,0.9333333333333333,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0
cec2017_f19,1.0,1900.0,51,1.0,341,419.0,514,0.0023768467166891925,1.189136904186671,0.7001910798340868,0.9677494523931585,0.6857901850212053,86.0,73,99,0.11892781407555857,1.0,0.8810721859244415,0.6255230090386587,230050,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.011764705882352941,0.0196078431372549,0.011904761904761904,0.43137254901960786,0.045454545454545456
cec2017_f19,10.0,1900.0,51,1.0,78,100.0,133,0.009929906542056074,2.2212348587037485,0.33352803738317754,1.0,0.33352803738317754,151.0,142,157,0.22716272904777965,1.0,0.7728372709522203,0.6601305503362651,153735,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.006622516556291391
cec2017_f19,100.0,1900.0,51,1.0,43,59.0,74,0.01709688233322159,1.6413618365430391,0.2775729131746564,1.0,0.2775729131746564,162.0,158,167,0.2399560824190049,1.0,0.7600439175809951,0.6696374322047333,100581,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.006172839506172839
cec2017_f19,400.0,1900.0,51,1.0,23,47.0,59,0.022222222222222223,1.417483424685897,0.3167755991285403,1.0,0.3167755991285403,165.0,162,173,0.2430684762322876,1.0,0.7569315237677123,0.6652763911100511,84956,0.0,0.006060606060606061,0.0,0.006060606060606061,0.0,0.006060606060606061,0.0,0.006060606060606061,0.0,0.006060606060606061,0.0,0.006060606060606061
