run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_f_best_tau,K_1_err_best_tau,K_1_depth_into_Ain,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_f_best_tau,K_5_err_best_tau,K_5_depth_into_Ain,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_f_best_tau,K_10pctN_err_best_tau,K_10pctN_depth_into_Ain,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_f_best_tau,K_25pctN_err_best_tau,K_25pctN_depth_into_Ain,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,87,1,154,1,903.299730289225,3.2997302892249536,1.7002697107750464,16.39390826509134,27.78894176042652,0.12418300653594772,0.24836601307189543,10.210601689509602,12.418613713943762,0.8222014086842093,0.01948051948051948,90,5,153,6,901.925482239858,1.9254822398579563,3.0745177601420437,10.481938171978072,16.36053596749032,0.20408163265306123,0.4557823129251701,7.82752575791927,10.276903352994271,0.7616619023315664,0.05228758169934641,95,16,152,21,901.925482239858,1.9254822398579563,3.0745177601420437,5.387436472132094,9.52216903775036,0.46564885496183206,0.8091603053435115,6.748258428829121,8.54365526370369,0.7898561237012903,0.15789473684210525,98,38,151,49,901.925482239858,1.9254822398579563,3.0745177601420437,3.4518603678979503,6.209376029110968,0.6764705882352942,0.9215686274509803,5.710782567861715,7.574844406617446,0.7539141745106643,0.2980132450331126
1,87,1,154,1,904.5777361827925,4.577736182792478,0.42226381720752215,16.593311332621056,24.82730983822928,0.058823529411764705,0.2549019607843137,10.467836130338974,12.577360911160083,0.8322760398050361,0.006493506493506494,91,5,153,5,902.7481154202858,2.748115420285785,2.251884579714215,9.863575703626395,17.778362230664904,0.19594594594594594,0.5067567567567568,8.728054121970407,10.623142427270194,0.821607559319266,0.026143790849673203,96,16,152,21,902.048415984252,2.0484159842519603,2.9515840157480397,4.919578441315593,9.854585594171681,0.5038167938931297,0.8015267175572519,6.868945158919124,8.901919172370027,0.7716251996804361,0.1513157894736842,98,38,151,39,902.048415984252,2.0484159842519603,2.9515840157480397,3.82953637092038,7.941585656119655,0.6428571428571429,0.8660714285714286,6.352782889672073,8.531736445724972,0.7446060869420416,0.18543046357615894
2,78,1,157,1,903.7619483018937,3.7619483018936535,1.2380516981063465,21.65322169773964,32.297786632662564,0.03205128205128205,0.15384615384615385,12.02992209774133,14.727595228596984,0.8168286750835257,0.006369426751592357,84,5,155,6,902.342231260306,2.3422312603059936,2.6577687396940064,10.285321544501812,17.34099882594508,0.2348993288590604,0.4899328859060403,8.782616078809669,10.945001378942672,0.8024317014437966,0.025806451612903226,88,16,154,21,901.3107839094775,1.31078390947755,3.68921609052245,5.602710736827476,13.031591160656538,0.42105263157894735,0.6992481203007519,7.032499393330781,9.014270392938649,0.7801518133780087,0.14285714285714285,91,39,153,41,901.3107839094775,1.31078390947755,3.68921609052245,3.896652684397054,8.4877218014331,0.5892857142857143,0.8482142857142857,6.200297229269263,7.690255684108945,0.8062537169058611,0.24183006535947713
3,90,1,153,2,902.8318029021921,2.8318029021920665,2.1681970978079335,26.459309923860587,40.69871551986864,0.013245033112582781,0.08609271523178808,11.82387533030585,14.439648878817406,0.8188478424604334,0.006535947712418301,98,5,151,5,902.8318029021921,2.8318029021920665,2.1681970978079335,13.726392572196403,19.431492633038374,0.10273972602739725,0.363013698630137,9.428927300976872,11.380710756593015,0.8285007415300977,0.026490066225165563,103,15,150,18,902.8318029021921,2.8318029021920665,2.1681970978079335,8.490719771098156,13.708741851488643,0.3181818181818182,0.6212121212121212,7.6549979878214085,9.758759283159515,0.7844232822743642,0.08,107,38,149,38,901.0669993781756,1.0669993781756375,3.9330006218243625,5.194283524056232,9.357615999745121,0.4864864864864865,0.8378378378378378,5.90864766954531,7.705511905792263,0.7668079346037681,0.28859060402684567
4,84,1,155,2,902.5109785352762,2.5109785352761946,2.4890214647238054,12.84401567227394,20.386992967243852,0.11764705882352941,0.32679738562091504,9.312849530149846,11.49689075839501,0.8100320100327664,0.012903225806451613,86,5,154,6,902.2860356181408,2.2860356181407724,2.7139643818592276,10.377876914966748,16.711607152175727,0.20945945945945946,0.4864864864864865,8.44972142671459,10.654706982638219,0.7930505682120925,0.03896103896103896,88,16,154,16,902.0879230409363,2.087923040936289,2.912076959063711,8.130875309426301,14.21150345978597,0.30434782608695654,0.6014492753623188,7.025618890135995,10.204510526010857,0.6884817132804161,0.12337662337662338,92,39,153,41,901.950714295569,1.9507142955690142,3.049285704430986,3.3821424650565177,7.958719775390573,0.6517857142857143,0.8928571428571429,6.244126561625577,7.761306243857482,0.8045200595669518,0.1437908496732026
5,87,1,154,1,902.1940426519678,2.194042651967834,2.805957348032166,15.109284217641289,24.85534308988167,0.058823529411764705,0.24183006535947713,9.673771856812465,12.106010505834838,0.7990883414606251,0.025974025974025976,91,5,153,7,902.1940426519678,2.194042651967834,2.805957348032166,9.699199897373035,17.223768607698503,0.2054794520547945,0.5068493150684932,8.396801628354897,10.12496981536241,0.8293162134285675,0.0392156862745098,94,16,152,19,902.1940426519678,2.194042651967834,2.805957348032166,6.614772091382292,10.830861491952033,0.40601503759398494,0.7443609022556391,7.128165795823934,9.132506640533167,0.7805267574826295,0.08552631578947369,98,38,151,45,901.6270937583893,1.6270937583892646,3.3729062416107354,3.148520307852948,7.221224210644095,0.660377358490566,0.9150943396226415,6.217458819258791,7.86348560292749,0.7906746617484871,0.2185430463576159
6,78,1,157,1,904.535784359806,4.53578435980603,0.4642156401939701,21.631919561373763,36.52903549400321,0.038461538461538464,0.10256410256410256,11.70757732615349,15.291237776083147,0.7656396099251809,0.012738853503184714,85,5,155,6,902.7401588776194,2.740158877619365,2.259841122380635,10.370575651989498,17.45212232157212,0.2348993288590604,0.48322147651006714,8.131733208332582,10.697855223652473,0.7601274309969804,0.04516129032258064,88,16,154,22,901.8643131836411,1.8643131836411158,3.1356868163588842,5.804365258329199,12.5400681748426,0.4318181818181818,0.6742424242424242,6.979553463108447,9.099341195412677,0.7670394277145146,0.12337662337662338,90,39,153,39,901.8643131836411,1.8643131836411158,3.1356868163588842,4.230904779113075,9.241204741414414,0.5350877192982456,0.8070175438596491,6.497620337152508,8.38120210448992,0.775261144659863,0.17647058823529413
7,72,1,158,1,903.5336176820424,3.5336176820424043,1.4663823179575957,25.16368578579977,34.6887943133256,0.05732484076433121,0.12738853503184713,11.583637321647892,14.839006905070926,0.7806207919270811,0.012658227848101266,74,5,158,6,902.8298397900008,2.8298397900008467,2.1701602099991533,18.427844239431465,30.023436152042322,0.1118421052631579,0.2631578947368421,9.889177786250135,12.780516600321699,0.7737698009798144,0.03164556962025317,79,16,156,18,901.5326180461575,1.532618046157495,3.467381953842505,8.195104254939736,16.20639439031043,0.2971014492753623,0.572463768115942,7.119709371301454,9.523568681405173,0.7475883893400938,0.15384615384615385,83,39,155,44,901.5326180461575,1.532618046157495,3.467381953842505,4.07559666693794,8.124662981405208,0.5855855855855856,0.8648648648648649,5.785489629967346,7.19703644376061,0.8038711037767512,0.2645161290322581
8,77,1,157,2,903.0759934536311,3.0759934536310993,1.9240065463689007,29.099300319644954,43.19155170853355,0.01935483870967742,0.0967741935483871,12.140083278995398,15.594327725479959,0.778493532565653,0.006369426751592357,84,5,155,5,903.0759934536311,3.0759934536310993,1.9240065463689007,15.344546388041408,23.472529592518732,0.09333333333333334,0.29333333333333333,9.385276104403545,11.787735741784628,0.7961898968548341,0.025806451612903226,89,16,154,18,902.5803434671323,2.580343467132252,2.419656532867748,7.330524524862881,12.464476718363017,0.2426470588235294,0.6544117647058824,7.811880549576539,9.64702921491778,0.8097705910848244,0.07792207792207792,94,38,152,43,901.3914898823955,1.39148988239549,3.60851011760451,3.960199395080508,7.1445246733715075,0.6055045871559633,0.9357798165137615,6.348275885747627,7.694720521454568,0.8250170838625318,0.14473684210526316
9,90,1,153,1,903.106098497877,3.106098497877042,1.893901502122958,20.193197079108245,32.19799980789294,0.039473684210526314,0.19736842105263158,10.573973891004291,13.334773973431021,0.7929623638220259,0.013071895424836602,97,5,151,5,902.4497750056263,2.449775005626293,2.550224994373707,8.054740436144868,15.237305479005386,0.2671232876712329,0.636986301369863,8.216630473661743,10.106867521185373,0.8129749852205507,0.046357615894039736,100,16,151,19,902.4497750056263,2.449775005626293,2.550224994373707,6.165262385863969,9.708815653307216,0.3939393939393939,0.8106060606060606,7.163879481404435,9.194349091125186,0.7791611358676108,0.07947019867549669,103,38,150,42,902.1450704821804,2.1450704821803583,2.8549295178196417,3.5754309733736136,7.970576217166468,0.6388888888888888,0.9074074074074074,6.187400973720083,7.586454925992689,0.8155852811463795,0.21333333333333335
